compliance_data_id,customer_id,transaction_id,transaction_amount,transaction_date,aml_check_passed,kyc_check_passed
4994,4994,7322,835,2552,no,yes
4995,4995,4671,320,8152,no,yes
4996,4996,1158,534,6444,no,no
4997,4997,636,621,8219,no,no
4998,4998,1060,590,6396,no,yes
4999,4999,1270,499,3923,yes,no
5000,5000,8337,791,8961,no,no
5001,5001,4870,947,3301,yes,no
5002,5002,6650,779,5623,yes,no
5003,5003,8579,45,9625,yes,no
5004,5004,6410,735,1198,yes,yes
5005,5005,2974,918,7209,yes,yes
5006,5006,331,898,2891,yes,yes
5007,5007,3358,805,8267,no,yes
5008,5008,1482,614,3972,yes,no
5009,5009,1591,520,3962,yes,no
5010,5010,8512,123,1664,no,no
5011,5011,2768,859,7792,no,yes
5012,5012,4564,488,4015,yes,yes
5013,5013,2398,377,6415,no,yes
5014,5014,7265,520,1625,no,yes
5015,5015,9875,786,9069,yes,yes
5016,5016,178,288,2482,yes,yes
5017,5017,5346,916,6425,yes,yes
5018,5018,4975,163,7233,no,yes
5019,5019,1917,840,8062,yes,yes
5020,5020,1716,416,3539,no,yes
5021,5021,427,68,3725,yes,no
5022,5022,2907,321,9665,yes,no
5023,5023,9992,555,1266,no,no
5024,5024,5789,324,2811,no,yes
5025,5025,4174,447,7555,yes,no
5026,5026,8277,959,4026,yes,yes
5027,5027,8029,309,1954,no,yes
5028,5028,8722,190,3101,yes,no
5029,5029,9339,675,8495,yes,no
5030,5030,5831,136,1126,yes,yes
5031,5031,3962,171,4367,no,yes
5032,5032,1022,23,5898,yes,no
5033,5033,9748,19,4954,no,yes
5034,5034,9207,970,7622,no,yes
5035,5035,4549,408,3508,yes,yes
5036,5036,5744,283,4289,yes,no
5037,5037,3803,924,9091,no,yes
5038,5038,4190,559,3540,yes,yes
5039,5039,522,664,3844,yes,yes
5040,5040,1757,422,7372,no,no
5041,5041,2196,272,9475,no,no
5042,5042,7149,228,3407,no,no
5043,5043,4078,475,5432,yes,no
5044,5044,7372,513,4868,no,no
5045,5045,4560,330,6737,yes,no
5046,5046,6495,243,1307,yes,no
5047,5047,8034,465,3935,no,no
5048,5048,5015,449,4657,no,no
5049,5049,3680,926,9530,yes,yes
5050,5050,6749,870,8855,no,no
5051,5051,8971,354,7239,yes,no
5052,5052,4656,691,8841,no,no
5053,5053,2253,346,4917,yes,no
5054,5054,3541,448,7035,yes,no
5055,5055,1484,369,7361,no,no
5056,5056,8665,845,9065,no,yes
5057,5057,7021,835,8018,no,no
5058,5058,3821,265,4718,yes,yes
5059,5059,6088,450,7418,yes,yes
5060,5060,5267,712,2903,no,yes
5061,5061,3231,971,3248,no,yes
5062,5062,4997,772,9952,no,yes
5063,5063,2403,201,9510,no,no
5064,5064,7832,749,6950,no,yes
5065,5065,3979,534,4913,no,no
5066,5066,8109,516,1053,no,no
5067,5067,3702,922,6655,no,no
5068,5068,2104,2,8557,no,no
5069,5069,9410,271,7522,no,no
5070,5070,2662,254,9372,yes,no
5071,5071,564,477,9146,yes,no
5072,5072,5815,535,6081,yes,no
5073,5073,460,42,3784,no,no
5074,5074,2863,462,4964,yes,no
5075,5075,5111,916,3928,no,yes
5076,5076,6939,418,4713,yes,no
5077,5077,2884,997,4860,yes,no
5078,5078,7328,384,4881,yes,yes
5079,5079,7778,546,9410,yes,no
5080,5080,1044,838,7542,yes,no
5081,5081,9914,34,4244,yes,no
5082,5082,8586,800,2316,yes,no
5083,5083,1003,591,4942,yes,yes
5084,5084,825,676,4844,no,no
5085,5085,1341,95,9369,yes,no
5086,5086,5009,715,9034,yes,yes
5087,5087,8202,765,6936,yes,yes
5088,5088,8502,870,8146,yes,no
5089,5089,9616,149,5314,no,yes
5090,5090,5084,373,8851,no,no
5091,5091,207,811,4990,yes,yes
5092,5092,7016,604,3040,yes,no
5093,5093,4662,553,9883,yes,yes
5094,5094,7914,314,9245,no,no
5095,5095,193,749,3589,no,yes
5096,5096,9720,246,4083,yes,yes
5097,5097,9456,868,9535,yes,no
5098,5098,8980,714,9345,no,no
5099,5099,9768,259,5644,no,yes
5100,5100,8348,834,4505,no,yes
5101,5101,6017,919,4893,no,yes
5102,5102,5532,598,7511,yes,yes
5103,5103,1394,283,7535,yes,no
5104,5104,4934,40,2880,no,yes
5105,5105,6894,30,6870,yes,yes
5106,5106,7662,518,8675,no,no
5107,5107,5263,798,9473,yes,yes
5108,5108,9627,828,2039,yes,no
5109,5109,9774,388,8942,no,no
5110,5110,2412,909,8757,no,yes
5111,5111,9033,606,8304,no,no
5112,5112,2226,256,4890,yes,yes
5113,5113,855,286,6563,yes,no
5114,5114,8833,761,8013,yes,no
5115,5115,7264,926,1764,yes,no
5116,5116,2496,440,5406,yes,yes
5117,5117,64,78,1981,yes,yes
5118,5118,4603,740,3530,yes,no
5119,5119,9499,987,5798,no,no
5120,5120,7149,626,3639,yes,no
5121,5121,7132,959,8716,no,no
5122,5122,3656,41,2720,yes,yes
5123,5123,5062,489,2959,yes,yes
5124,5124,971,739,6230,yes,yes
5125,5125,6904,464,2109,no,no
5126,5126,8127,522,9070,no,yes
5127,5127,995,901,6924,yes,yes
5128,5128,9421,194,1784,yes,yes
5129,5129,4791,954,6681,no,no
5130,5130,7804,507,4834,no,yes
5131,5131,4155,937,1943,yes,yes
5132,5132,6519,672,1039,no,no
5133,5133,5853,963,6179,no,yes
5134,5134,9849,727,1465,no,no
5135,5135,6826,452,7707,no,no
5136,5136,4438,354,5535,yes,yes
5137,5137,4171,557,5005,no,no
5138,5138,5528,893,5770,no,no
5139,5139,8352,196,2105,yes,yes
5140,5140,2757,124,1478,yes,no
5141,5141,609,841,9436,yes,no
5142,5142,6717,608,1715,no,yes
5143,5143,1957,786,5871,yes,no
5144,5144,6111,288,2744,no,no
5145,5145,2282,577,8602,no,no
5146,5146,204,326,7531,no,yes
5147,5147,1495,310,9571,yes,no
5148,5148,3830,605,6392,no,yes
5149,5149,7836,105,2866,yes,yes
5150,5150,7765,74,4134,yes,yes
5151,5151,8071,298,7727,yes,no
5152,5152,3938,634,4326,no,no
5153,5153,4678,774,8508,yes,yes
5154,5154,4651,854,1463,yes,yes
5155,5155,7447,840,9767,yes,yes
5156,5156,6232,982,7975,no,no
5157,5157,8323,140,7456,yes,yes
5158,5158,2387,60,5313,yes,yes
5159,5159,6632,128,9072,no,no
5160,5160,259,472,1661,no,yes
5161,5161,3844,700,7359,no,yes
5162,5162,8210,966,3275,yes,yes
5163,5163,4144,986,1987,yes,no
5164,5164,1676,699,6251,yes,no
5165,5165,9894,518,1263,yes,no
5166,5166,9072,978,5350,no,yes
5167,5167,6168,377,3619,yes,yes
5168,5168,796,432,6286,yes,no
5169,5169,810,728,3196,yes,yes
5170,5170,6440,310,3195,no,no
5171,5171,5633,825,9958,yes,yes
5172,5172,5308,547,6490,no,no
5173,5173,7719,499,1039,yes,yes
5174,5174,9329,200,4928,no,no
5175,5175,3754,499,7151,no,no
5176,5176,7020,35,8668,yes,no
5177,5177,9382,76,5816,yes,no
5178,5178,8024,223,3183,yes,yes
5179,5179,5736,853,6822,yes,yes
5180,5180,2402,96,9195,no,yes
5181,5181,5173,717,4633,no,yes
5182,5182,5568,157,9834,yes,yes
5183,5183,7260,275,6076,yes,yes
5184,5184,8369,506,2155,yes,yes
5185,5185,9950,765,5431,no,yes
5186,5186,9735,281,1614,yes,no
5187,5187,1325,342,7809,yes,no
5188,5188,8200,237,4067,no,yes
5189,5189,3529,725,6626,yes,no
5190,5190,9394,661,1254,no,yes
5191,5191,1716,479,6827,yes,no
5192,5192,3860,142,1948,yes,yes
5193,5193,7444,1,8848,yes,no
5194,5194,1362,513,6926,no,no
5195,5195,9752,847,6813,no,yes
5196,5196,9176,452,2516,yes,yes
5197,5197,6996,349,8897,no,yes
5198,5198,42,854,5015,yes,yes
5199,5199,9706,471,1389,yes,no
5200,5200,6754,877,9444,no,yes
5201,5201,6118,758,1698,no,no
5202,5202,9303,963,9364,yes,yes
5203,5203,1724,333,8482,no,no
5204,5204,1751,383,3900,no,yes
5205,5205,872,153,1436,no,no
5206,5206,3839,921,9818,yes,no
5207,5207,5432,920,4039,yes,yes
5208,5208,3157,731,4865,no,yes
5209,5209,490,575,4445,yes,yes
5210,5210,6857,585,6950,no,yes
5211,5211,2059,950,5514,no,yes
5212,5212,6011,118,1801,no,yes
5213,5213,4093,739,4750,no,yes
5214,5214,9387,474,8049,yes,yes
5215,5215,6596,805,1335,no,yes
5216,5216,8158,665,5290,yes,no
5217,5217,5071,647,7730,yes,yes
5218,5218,3868,360,7326,no,yes
5219,5219,9388,267,9401,yes,yes
5220,5220,3657,596,4540,yes,yes
5221,5221,1594,178,9156,no,yes
5222,5222,4952,209,2053,no,yes
5223,5223,4469,796,9410,yes,no
5224,5224,8556,726,7333,yes,yes
5225,5225,1321,178,1865,yes,no
5226,5226,4128,710,6754,no,yes
5227,5227,7838,260,1837,no,yes
5228,5228,9361,331,9917,yes,yes
5229,5229,6003,585,9474,no,no
5230,5230,8734,977,6017,yes,yes
5231,5231,9273,117,8166,no,no
5232,5232,5252,401,4005,yes,yes
5233,5233,8808,575,1309,no,yes
5234,5234,7184,199,9572,no,no
5235,5235,4666,571,9540,yes,no
5236,5236,2535,318,5090,no,no
5237,5237,6145,999,6773,yes,yes
5238,5238,5708,752,3689,yes,yes
5239,5239,7918,944,7264,no,yes
5240,5240,3192,619,2327,yes,yes
5241,5241,4048,811,1915,yes,no
5242,5242,1554,291,1658,no,yes
5243,5243,6110,851,1676,yes,no
5244,5244,2263,39,4168,no,no
5245,5245,5481,155,5391,yes,yes
5246,5246,4464,232,7646,no,no
5247,5247,5637,825,3187,no,yes
5248,5248,8897,806,4857,yes,yes
5249,5249,1204,641,2702,no,no
5250,5250,8133,346,7924,yes,no
5251,5251,4132,186,7892,yes,no
5252,5252,9303,578,8975,yes,no
5253,5253,748,42,4530,no,no
5254,5254,5235,260,4568,yes,no
5255,5255,6365,216,2819,yes,yes
5256,5256,3547,269,8056,no,no
5257,5257,4609,662,7615,no,yes
5258,5258,7282,181,5758,no,no
5259,5259,4336,9,1483,yes,yes
5260,5260,1914,303,9203,no,no
5261,5261,8692,601,1833,yes,yes
5262,5262,6222,211,8430,no,no
5263,5263,4918,769,1624,yes,yes
5264,5264,1699,782,3114,yes,yes
5265,5265,8968,920,7367,yes,yes
5266,5266,3995,182,9265,no,yes
5267,5267,8804,809,6210,yes,no
5268,5268,971,598,9126,no,no
5269,5269,7319,137,8760,no,no
5270,5270,3368,812,1742,no,no
5271,5271,929,680,6695,no,yes
5272,5272,5101,329,7225,yes,no
5273,5273,6622,907,6638,no,no
5274,5274,7972,936,8752,yes,no
5275,5275,2247,264,1282,no,no
5276,5276,1505,104,8850,no,no
5277,5277,9713,364,5988,yes,yes
5278,5278,8380,833,6558,yes,yes
5279,5279,1701,557,9544,no,no
5280,5280,5680,696,7374,yes,no
5281,5281,5647,324,5155,no,no
5282,5282,7755,640,1556,no,yes
5283,5283,2286,362,8322,no,yes
5284,5284,9665,655,9559,yes,yes
5285,5285,7807,155,8474,no,no
5286,5286,3201,58,4016,no,yes
5287,5287,2426,613,3158,yes,no
5288,5288,8306,391,5603,yes,yes
5289,5289,3502,792,3111,no,yes
5290,5290,5226,292,7966,no,no
5291,5291,3756,369,8412,no,no
5292,5292,3751,137,2948,yes,no
5293,5293,8122,177,6811,yes,no
5294,5294,4059,511,3812,yes,no
5295,5295,7399,149,1635,yes,yes
5296,5296,3783,774,9072,yes,yes
5297,5297,1111,255,1074,no,yes
5298,5298,9400,470,9126,no,no
5299,5299,9977,948,4580,no,no
5300,5300,1907,682,4110,no,yes
5301,5301,9648,40,3776,yes,yes
5302,5302,8721,214,9709,no,yes
5303,5303,1926,797,1310,yes,no
5304,5304,3593,394,1399,no,yes
5305,5305,1837,793,9660,no,no
5306,5306,1038,656,7629,yes,yes
5307,5307,8596,280,6585,no,yes
5308,5308,4826,196,8194,yes,yes
5309,5309,463,69,8949,yes,yes
5310,5310,8174,407,6562,yes,no
5311,5311,1917,623,1359,no,yes
5312,5312,3615,739,9758,yes,no
5313,5313,9873,44,5510,no,no
5314,5314,5511,251,1219,no,yes
5315,5315,81,666,8887,yes,yes
5316,5316,3070,165,3452,yes,no
5317,5317,6358,934,3309,no,yes
5318,5318,9641,595,6871,no,no
5319,5319,9904,571,3812,yes,no
5320,5320,6431,716,2687,yes,yes
5321,5321,5282,640,2885,no,no
5322,5322,6163,490,5073,yes,yes
5323,5323,8305,474,3084,yes,no
5324,5324,6414,32,6793,no,yes
5325,5325,8570,636,6450,yes,yes
5326,5326,107,578,2421,yes,no
5327,5327,5807,768,9934,no,yes
5328,5328,6846,340,4788,no,no
5329,5329,6912,177,5705,yes,no
5330,5330,7093,265,5541,yes,yes
5331,5331,580,899,9130,yes,no
5332,5332,4993,298,9631,no,yes
5333,5333,5244,646,9435,no,yes
5334,5334,945,337,7412,no,yes
5335,5335,3387,259,5653,yes,no
5336,5336,8167,249,3489,yes,yes
5337,5337,4255,308,1856,yes,no
5338,5338,8829,589,9453,no,no
5339,5339,1427,910,2566,no,yes
5340,5340,9170,690,6390,no,no
5341,5341,5572,33,8777,no,no
5342,5342,8093,873,9704,yes,no
5343,5343,4548,196,2201,yes,yes
5344,5344,1392,114,5232,yes,no
5345,5345,2377,865,2466,yes,no
5346,5346,7143,145,7483,no,yes
5347,5347,6747,824,7102,yes,no
5348,5348,8919,459,7356,yes,yes
5349,5349,1393,11,3082,no,no
5350,5350,6948,791,3066,yes,yes
5351,5351,4479,387,3202,no,no
5352,5352,1012,291,5985,yes,no
5353,5353,5650,454,2177,yes,yes
5354,5354,6956,374,7551,yes,yes
5355,5355,7437,60,6816,yes,no
5356,5356,9190,259,3181,yes,yes
5357,5357,9608,921,1979,yes,no
5358,5358,3714,229,1770,yes,no
5359,5359,8973,224,1709,yes,yes
5360,5360,5864,220,8101,yes,yes
5361,5361,1904,981,9811,no,yes
5362,5362,7066,746,3014,yes,no
5363,5363,4893,434,7552,no,no
5364,5364,7596,237,2671,no,yes
5365,5365,1724,388,5108,yes,yes
5366,5366,1274,709,5721,yes,no
5367,5367,71,209,1540,no,no
5368,5368,4654,410,4422,no,yes
5369,5369,7572,898,9547,yes,yes
5370,5370,4600,913,6506,yes,yes
5371,5371,6558,240,3581,no,no
5372,5372,3829,895,1366,yes,no
5373,5373,2291,570,3128,no,no
5374,5374,624,99,1338,yes,no
5375,5375,5041,966,5733,no,no
5376,5376,4262,904,4517,no,yes
5377,5377,9327,236,2060,yes,no
5378,5378,9939,429,9308,yes,yes
5379,5379,9083,361,2382,no,no
5380,5380,2890,971,1493,no,no
5381,5381,6743,672,4904,yes,no
5382,5382,6557,337,3248,no,yes
5383,5383,4647,49,7695,no,yes
5384,5384,1002,305,1090,yes,yes
5385,5385,5623,656,9140,no,yes
5386,5386,5343,424,9804,yes,yes
5387,5387,3746,935,6745,no,no
5388,5388,8060,696,7090,yes,yes
5389,5389,8145,633,5616,yes,yes
5390,5390,8396,729,1968,no,no
5391,5391,1503,904,4726,no,no
5392,5392,6048,359,9227,yes,no
5393,5393,660,970,1873,no,no
5394,5394,6257,53,7586,yes,no
5395,5395,5694,935,7378,no,yes
5396,5396,8562,427,5444,no,no
5397,5397,7935,215,4863,yes,yes
5398,5398,3736,696,9610,yes,yes
5399,5399,9987,910,4673,yes,yes
5400,5400,825,895,5037,no,no
5401,5401,4279,575,9984,no,yes
5402,5402,7833,304,4912,yes,yes
5403,5403,5942,460,1235,yes,no
5404,5404,3842,503,4004,no,yes
5405,5405,1751,800,8996,yes,no
5406,5406,91,446,9639,yes,yes
5407,5407,9752,182,3072,no,no
5408,5408,3320,96,3236,yes,yes
5409,5409,5139,731,2050,no,no
5410,5410,8796,939,8083,yes,no
5411,5411,58,293,4192,yes,yes
5412,5412,5969,692,8635,yes,yes
5413,5413,2757,112,4521,no,yes
5414,5414,5359,194,9401,yes,yes
5415,5415,3433,276,2595,yes,no
5416,5416,3315,242,6995,yes,yes
5417,5417,2930,221,1005,yes,yes
5418,5418,5481,383,7110,yes,yes
5419,5419,7492,495,4373,no,no
5420,5420,7250,723,6133,no,yes
5421,5421,4459,693,6034,no,yes
5422,5422,328,631,8079,no,yes
5423,5423,3459,161,2436,no,yes
5424,5424,7113,821,1372,no,no
5425,5425,4812,286,8566,yes,yes
5426,5426,3446,709,8358,yes,yes
5427,5427,8087,420,8191,yes,no
5428,5428,9887,148,7371,yes,yes
5429,5429,2679,647,4744,yes,no
5430,5430,4138,150,4577,yes,no
5431,5431,6656,907,8227,no,yes
5432,5432,9432,502,7106,yes,yes
5433,5433,4588,145,1049,no,no
5434,5434,8486,84,6882,yes,yes
5435,5435,3645,63,3158,no,no
5436,5436,6680,702,5008,no,no
5437,5437,7940,246,9386,yes,yes
5438,5438,2147,262,3465,no,yes
5439,5439,2065,950,3826,no,yes
5440,5440,3157,840,4539,yes,no
5441,5441,6685,652,1866,no,no
5442,5442,2718,97,9611,no,no
5443,5443,2303,296,7489,no,no
5444,5444,9151,15,3116,no,yes
5445,5445,5931,24,8068,no,yes
5446,5446,4560,913,2716,no,no
5447,5447,5108,794,7965,yes,no
5448,5448,8061,722,4723,no,no
5449,5449,5382,54,9350,yes,yes
5450,5450,608,137,9722,yes,yes
5451,5451,1172,977,5918,yes,no
5452,5452,7381,759,8756,no,no
5453,5453,8780,614,5990,no,yes
5454,5454,5517,753,3648,no,no
5455,5455,6349,571,9658,yes,yes
5456,5456,849,90,9146,no,no
5457,5457,4453,565,5822,no,yes
5458,5458,5585,908,3245,no,no
5459,5459,3971,532,4724,yes,yes
5460,5460,6399,12,5306,yes,yes
5461,5461,920,465,6162,yes,yes
5462,5462,8376,855,8601,yes,yes
5463,5463,3320,494,9238,no,no
5464,5464,1871,109,7123,no,yes
5465,5465,9450,737,8479,yes,no
5466,5466,6497,958,5614,yes,no
5467,5467,3838,869,6661,no,no
5468,5468,9411,517,3113,yes,no
5469,5469,1336,595,2149,no,no
5470,5470,9182,465,1109,no,yes
5471,5471,4054,631,5364,no,no
5472,5472,1687,391,6349,yes,yes
5473,5473,7353,20,7199,no,yes
5474,5474,2323,623,4229,no,yes
5475,5475,9804,766,3638,yes,yes
5476,5476,7493,643,9246,yes,yes
5477,5477,2280,410,9044,yes,yes
5478,5478,907,600,6855,no,no
5479,5479,8671,32,4366,yes,no
5480,5480,1899,608,5463,no,yes
5481,5481,1676,694,9192,no,no
5482,5482,4222,620,3391,yes,no
5483,5483,488,710,8999,no,yes
5484,5484,2454,101,9601,yes,no
5485,5485,6183,455,1818,no,no
5486,5486,9805,404,1795,yes,no
5487,5487,2760,759,8192,yes,no
5488,5488,1381,187,9307,no,no
5489,5489,5118,265,9840,yes,yes
5490,5490,6646,519,9797,yes,yes
5491,5491,6957,642,2588,no,yes
5492,5492,9993,54,2265,no,yes
5493,5493,7457,180,9282,no,yes
5494,5494,6033,223,2622,yes,no
5495,5495,250,468,5292,no,no
5496,5496,9096,305,7473,no,yes
5497,5497,818,496,2172,no,no
5498,5498,1058,623,4983,no,yes
5499,5499,9394,354,1117,yes,no
5500,5500,2206,498,4266,yes,yes
5501,5501,3665,382,1564,no,yes
5502,5502,4484,762,2236,no,no
5503,5503,6992,2,7261,no,yes
5504,5504,8468,418,3587,yes,no
5505,5505,5688,696,5942,no,yes
5506,5506,8725,183,4401,yes,no
5507,5507,8916,977,4234,yes,yes
5508,5508,3252,551,2187,yes,yes
5509,5509,4990,65,8556,no,yes
5510,5510,357,376,6736,no,yes
5511,5511,4194,179,5801,no,no
5512,5512,6180,891,3271,yes,no
5513,5513,2923,311,8045,yes,yes
5514,5514,9070,951,9831,no,yes
5515,5515,301,404,3736,no,no
5516,5516,4730,968,9362,yes,no
5517,5517,7818,927,1960,yes,no
5518,5518,4401,737,1441,yes,yes
5519,5519,9230,707,3466,yes,yes
5520,5520,4815,109,3349,no,yes
5521,5521,9972,785,2602,yes,no
5522,5522,4647,882,9206,yes,yes
5523,5523,49,171,5292,no,yes
5524,5524,7714,950,5705,no,yes
5525,5525,4499,460,3118,no,no
5526,5526,7990,507,3769,yes,no
5527,5527,4307,668,6096,yes,yes
5528,5528,3295,810,5531,no,yes
5529,5529,1558,775,2458,no,yes
5530,5530,9940,318,6166,no,no
5531,5531,434,812,8231,no,yes
5532,5532,6374,632,7978,yes,yes
5533,5533,3829,724,6954,no,no
5534,5534,3506,231,4130,no,yes
5535,5535,2974,859,6065,yes,no
5536,5536,4597,329,8747,no,no
5537,5537,1722,599,8346,yes,yes
5538,5538,7475,896,6894,no,yes
5539,5539,8878,862,5293,no,no
5540,5540,9865,967,6117,yes,no
5541,5541,4993,266,6478,no,yes
5542,5542,4720,283,8049,yes,no
5543,5543,1509,201,3831,yes,no
5544,5544,2076,31,3803,no,yes
5545,5545,7685,192,9811,no,yes
5546,5546,3414,956,3018,no,no
5547,5547,2029,800,7862,yes,no
5548,5548,8998,736,9757,no,yes
5549,5549,9783,367,7611,yes,yes
5550,5550,3592,34,5498,no,no
5551,5551,1495,623,8724,no,yes
5552,5552,9964,476,3537,yes,yes
5553,5553,3765,746,1431,no,no
5554,5554,2746,969,1848,no,no
5555,5555,7745,180,9439,no,no
5556,5556,9927,553,8602,no,no
5557,5557,968,445,2388,yes,no
5558,5558,6675,328,3813,yes,no
5559,5559,4565,916,2098,yes,no
5560,5560,3504,295,7464,no,no
5561,5561,4395,308,5798,yes,no
5562,5562,6005,806,3865,yes,yes
5563,5563,1574,6,9442,no,yes
5564,5564,4142,36,8319,yes,yes
5565,5565,5032,656,3932,yes,yes
5566,5566,1734,672,6092,yes,yes
5567,5567,3881,71,6142,no,yes
5568,5568,74,543,1685,no,no
5569,5569,9170,618,6209,no,no
5570,5570,5697,752,8077,no,no
5571,5571,105,604,9614,no,yes
5572,5572,2388,347,5526,no,no
5573,5573,4261,907,6663,yes,yes
5574,5574,9239,785,8296,yes,yes
5575,5575,7668,351,8934,yes,yes
5576,5576,5434,316,1719,yes,no
5577,5577,415,406,8912,no,no
5578,5578,8399,435,9424,no,no
5579,5579,5749,332,4093,yes,no
5580,5580,9015,37,3295,no,yes
5581,5581,24,750,2979,yes,yes
5582,5582,6393,117,4674,yes,yes
5583,5583,1337,147,4051,yes,yes
5584,5584,3751,71,3194,no,yes
5585,5585,2869,881,4364,no,yes
5586,5586,3339,921,5757,yes,no
5587,5587,5933,932,2368,yes,yes
5588,5588,8548,95,8235,no,yes
5589,5589,5778,43,8444,yes,yes
5590,5590,8823,360,2678,no,no
5591,5591,9936,601,9708,no,yes
5592,5592,947,50,6085,no,yes
5593,5593,6811,837,6651,yes,no
5594,5594,4426,602,2796,no,yes
5595,5595,2775,994,1672,yes,yes
5596,5596,4067,502,2723,no,no
5597,5597,3976,418,2668,no,no
5598,5598,5350,258,4883,yes,yes
5599,5599,9956,526,9999,yes,yes
5600,5600,4983,992,3020,yes,yes
5601,5601,2468,948,4186,no,no
5602,5602,5947,325,8302,yes,no
5603,5603,8584,279,1739,yes,no
5604,5604,3208,732,2884,no,yes
5605,5605,3516,987,7092,no,no
5606,5606,5037,722,7431,yes,yes
5607,5607,6367,928,1425,no,no
5608,5608,5605,346,5180,yes,no
5609,5609,7634,556,7866,no,no
5610,5610,9877,564,3518,no,yes
5611,5611,5266,217,2187,yes,yes
5612,5612,2384,661,6873,yes,no
5613,5613,2,518,3262,yes,yes
5614,5614,6123,934,5712,yes,no
5615,5615,7032,821,7200,no,no
5616,5616,9846,655,7084,yes,no
5617,5617,4691,775,1832,yes,no
5618,5618,330,637,8441,no,yes
5619,5619,4307,602,9972,no,no
5620,5620,9397,125,6492,no,no
5621,5621,9997,991,9213,no,yes
5622,5622,3772,867,7667,no,yes
5623,5623,325,956,9438,yes,no
5624,5624,7539,38,8529,yes,no
5625,5625,5103,143,1919,no,no
5626,5626,7926,852,7777,yes,yes
5627,5627,8029,587,2074,no,yes
5628,5628,7396,92,3078,yes,no
5629,5629,1489,474,9657,no,no
5630,5630,4953,962,1160,no,no
5631,5631,6382,246,3893,no,no
5632,5632,6885,381,2165,no,no
5633,5633,3957,303,6273,no,no
5634,5634,4272,34,8902,yes,no
5635,5635,5917,747,5222,no,no
5636,5636,6497,834,6488,no,yes
5637,5637,7546,277,4064,no,yes
5638,5638,3571,296,5686,no,yes
5639,5639,4782,285,3896,no,no
5640,5640,1900,222,8945,no,yes
5641,5641,6265,874,1303,yes,no
5642,5642,63,627,8598,no,yes
5643,5643,2638,778,1459,no,no
5644,5644,9992,644,2278,no,no
5645,5645,9786,604,7110,no,yes
5646,5646,8137,188,7176,yes,yes
5647,5647,4664,656,7974,no,yes
5648,5648,1519,100,4861,yes,no
5649,5649,1848,742,1250,yes,no
5650,5650,887,615,9076,no,no
5651,5651,9724,444,6270,yes,no
5652,5652,1770,840,7208,no,no
5653,5653,9059,171,4521,yes,no
5654,5654,8869,309,1983,yes,no
5655,5655,8884,274,9825,no,yes
5656,5656,6963,412,9308,yes,yes
5657,5657,1726,957,1328,no,yes
5658,5658,9697,614,8577,yes,no
5659,5659,5472,509,3440,yes,yes
5660,5660,2081,491,1533,no,no
5661,5661,5239,73,6035,no,no
5662,5662,2792,63,2777,yes,yes
5663,5663,5976,834,5222,no,yes
5664,5664,1347,433,7210,no,yes
5665,5665,7068,156,5936,no,yes
5666,5666,2492,270,5892,no,no
5667,5667,7818,344,4308,yes,no
5668,5668,9427,348,3821,yes,no
5669,5669,5477,386,8800,no,yes
5670,5670,8511,395,7928,no,no
5671,5671,2567,604,5675,no,yes
5672,5672,3845,131,7033,yes,no
5673,5673,4469,217,8384,no,yes
5674,5674,7700,770,6405,yes,yes
5675,5675,8176,605,2810,yes,no
5676,5676,7734,401,2002,yes,yes
5677,5677,9575,394,9207,yes,yes
5678,5678,7784,384,5950,yes,no
5679,5679,6053,328,9788,yes,yes
5680,5680,7523,566,3826,no,yes
5681,5681,9202,619,5980,yes,yes
5682,5682,8704,568,2164,no,yes
5683,5683,8222,183,6202,yes,yes
5684,5684,8097,949,8308,no,yes
5685,5685,7354,404,9781,yes,no
5686,5686,1958,113,4960,no,yes
5687,5687,3948,849,9970,yes,no
5688,5688,1430,53,8954,no,no
5689,5689,9640,842,2894,no,no
5690,5690,1867,386,9438,yes,yes
5691,5691,8635,595,7052,yes,yes
5692,5692,3344,693,1473,yes,no
5693,5693,3107,213,6569,yes,no
5694,5694,7496,921,4411,yes,yes
5695,5695,4107,677,1184,yes,no
5696,5696,6885,492,5025,no,no
5697,5697,1315,821,8284,yes,no
5698,5698,7668,317,3523,no,yes
5699,5699,7198,934,3452,no,yes
5700,5700,8252,667,4170,yes,no
5701,5701,3668,285,3816,yes,yes
5702,5702,2134,41,3924,yes,no
5703,5703,6201,160,9775,yes,no
5704,5704,6453,387,9385,no,no
5705,5705,8184,508,8667,yes,no
5706,5706,730,478,9364,yes,no
5707,5707,6604,299,5453,yes,no
5708,5708,3487,924,4416,yes,no
5709,5709,5805,141,3261,no,no
5710,5710,6188,782,3044,no,yes
5711,5711,3692,935,8047,no,no
5712,5712,4894,382,5563,yes,yes
5713,5713,7535,588,6476,yes,yes
5714,5714,1305,556,3369,yes,yes
5715,5715,1147,141,7619,yes,yes
5716,5716,8355,273,3129,yes,no
5717,5717,2053,843,4648,yes,no
5718,5718,8872,896,9377,yes,yes
5719,5719,5325,985,1091,no,yes
5720,5720,759,719,2216,no,no
5721,5721,9052,65,5961,no,no
5722,5722,4571,238,9271,no,no
5723,5723,5517,262,1519,no,yes
5724,5724,8061,67,5865,yes,yes
5725,5725,1018,493,8411,no,yes
5726,5726,7724,864,3865,yes,yes
5727,5727,6224,660,8745,no,yes
5728,5728,7193,301,9043,no,yes
5729,5729,8731,858,9393,yes,no
