transaction_id,customer_id,deposit_amount,withdrawal_amount,transfer_amount,transaction_date
799323,5166,9964,1894,4175,30/10/1989 10:30:50
271147,5167,3976,3976,9994,18/08/2017 07:30:35
277999,5168,5801,5477,9796,10/10/2001 18:12:32
285642,5169,1008,3791,9885,08/09/2017 02:27:33
705426,5170,7435,6294,9774,28/01/2014 17:55:21
84845,5171,5966,8772,7124,27/06/2016 02:43:28
645826,5172,5204,9177,3558,20/06/1989 16:53:42
328615,5173,6783,6108,9208,28/03/1980 22:41:46
614995,5174,7642,2403,6864,18/09/1985 11:12:13
63522,5175,3012,1575,7343,21/03/2015 18:49:10
45839,5176,2235,3156,4185,14/08/2015 06:15:43
265841,5177,8710,2290,9235,11/11/1997 23:37:40
931566,5178,3595,4204,1640,21/04/1992 01:59:05
492292,5179,4422,3268,5273,21/05/1991 17:11:27
888839,5180,6546,3544,1735,08/01/2005 07:01:55
836765,5181,1098,5559,1684,26/02/1998 19:18:10
51401,5182,3588,3990,4243,21/08/2021 14:01:19
565594,5183,8147,4749,5330,27/09/2020 20:10:39
127168,5184,5984,2246,3865,19/07/1990 18:56:25
638743,5185,1667,1145,9193,12/03/1988 18:38:49
196186,5186,3727,5566,7929,19/10/2010 23:49:29
122931,5187,7548,9059,8880,18/02/1985 22:26:05
804609,5188,8552,5364,8673,19/05/2011 08:36:26
114318,5189,6833,7249,6264,31/07/2022 14:35:07
717347,5190,9766,4465,8765,05/02/2000 15:42:43
508705,5191,3056,8418,7273,05/04/2009 03:43:16
916024,5192,5574,9926,6319,13/02/1992 06:25:19
719738,5193,8016,2830,4140,15/10/1999 16:59:35
477051,5194,1624,7860,3449,03/10/1985 01:00:28
905139,5195,6865,9558,5670,13/08/2016 07:49:48
882663,5196,2144,9892,3717,10/04/2004 05:40:14
726139,5197,2570,5361,9217,16/01/1997 15:22:55
829904,5198,3636,1640,3364,13/03/1986 15:56:11
246515,5199,3854,4107,8700,03/07/1988 06:21:32
640252,5200,4186,3740,9932,17/02/2016 21:09:36
838670,5201,1104,5690,6437,29/06/1983 03:48:26
398009,5202,3906,8854,4449,06/01/1980 11:49:28
404170,5203,8163,1838,1520,05/02/2014 22:50:09
837138,5204,3543,3261,7511,08/01/2006 15:51:05
589993,5205,2370,9200,2174,02/01/2002 03:37:50
931042,5206,7128,6207,5119,05/05/1992 18:48:56
680530,5207,2707,7787,7474,29/10/1999 04:44:48
629239,5208,3319,7719,5710,04/11/2003 22:19:57
347660,5209,1182,4376,9402,03/08/2014 16:36:53
322111,5210,6248,4014,5192,22/07/2013 07:25:50
677886,5211,2398,5750,9121,03/11/1982 06:52:38
33245,5212,7094,9510,1767,25/05/1984 01:11:18
479076,5213,1600,1577,4924,21/06/2018 07:26:18
788109,5214,2216,4163,1194,13/02/1998 16:07:01
599423,5215,9598,2589,9549,24/07/1992 06:14:41
129482,5216,6581,1605,6119,25/03/2000 14:55:18
657882,5217,4545,7473,9169,11/12/1989 15:18:03
246137,5218,4450,3700,4087,15/03/1982 05:55:48
885307,5219,7718,5352,1716,19/06/2007 07:29:23
504804,5220,5011,3110,8007,19/04/2006 17:04:50
6489,5221,5934,3087,2611,16/04/1993 06:38:32
960914,5222,5428,8319,6735,03/05/1988 00:02:28
126068,5223,7905,8182,6589,16/05/2018 09:05:45
5213,5224,2599,4054,4290,12/11/1984 05:28:51
95091,5225,7600,6223,4143,02/11/2007 07:42:41
55710,5226,3661,9645,6652,09/05/1985 07:43:57
733659,5227,7409,2594,2395,23/10/1984 08:55:29
435633,5228,9122,4799,5310,30/10/1989 13:38:18
251401,5229,7887,4004,8491,31/01/1984 00:42:06
496165,5230,1516,4198,8276,26/08/2009 07:46:48
113555,5231,6524,8156,1197,12/11/1983 12:17:26
83960,5232,9960,2852,9857,09/06/1998 20:20:50
142029,5233,4233,6465,2983,03/02/2009 09:09:47
130882,5234,8308,6171,3692,29/01/1992 17:42:32
699352,5235,4438,8088,4090,10/01/2020 16:41:04
146649,5236,8663,7576,8374,19/06/1992 23:23:09
346571,5237,3330,7937,5001,06/04/1996 07:38:36
545128,5238,3915,6673,7474,13/03/2013 09:59:14
104964,5239,1745,3492,7252,01/11/2010 09:25:32
728475,5240,5894,1900,5632,06/07/1986 15:21:31
790869,5241,3617,9657,7385,15/12/1982 09:36:50
473710,5242,1784,6242,9414,20/06/1994 18:16:02
33008,5243,4155,2293,7009,15/09/1985 21:06:13
262551,5244,5089,8240,9340,25/04/2016 15:28:33
716085,5245,1548,3008,6904,24/01/2022 19:21:24
800484,5246,8422,7478,9559,08/08/1989 21:34:59
61450,5247,1109,4728,7961,21/04/2010 12:57:41
937536,5248,4597,4860,1413,13/11/1991 19:40:42
637553,5249,7073,9665,6639,13/09/1987 23:54:17
491559,5250,8706,6884,8434,23/12/1985 06:00:04
370375,5251,8753,1094,1702,12/11/1993 20:12:18
583831,5252,2137,9088,4287,14/12/2020 00:59:17
112124,5253,6523,8825,7602,25/04/2003 11:56:14
187914,5254,3346,2254,8993,23/06/2013 19:13:24
689766,5255,7907,9480,2218,24/06/2009 02:34:40
876914,5256,9759,4932,2925,23/02/1985 05:16:26
589076,5257,8016,8939,3586,09/01/2009 13:49:00
381178,5258,2259,6531,1653,14/07/2007 19:06:30
623109,5259,5598,2146,2385,03/04/1991 08:26:02
205113,5260,4653,6560,5852,29/01/2023 10:43:29
414037,5261,1371,6045,6498,26/10/1999 20:36:56
453170,5262,6783,8223,9824,16/07/2006 15:19:28
155184,5263,6037,7879,3574,08/04/2003 10:39:36
737045,5264,3257,3829,4397,20/08/1989 23:22:25
654608,5265,8944,7721,7666,03/01/2023 08:13:24
498949,5266,2071,6394,4788,27/09/2003 10:53:47
429677,5267,2014,1508,3757,17/11/1996 06:20:53
312212,5268,8066,4482,8435,23/07/1984 16:40:07
663420,5269,8770,8253,2020,04/11/1983 09:28:22
560590,5270,4011,4908,5233,10/08/1988 19:30:44
812157,5271,7970,1875,3806,09/09/1984 14:04:26
566526,5272,7623,7463,9666,08/01/1990 09:34:42
105143,5273,2154,1968,6023,11/11/2000 00:48:56
993648,5274,5815,6690,5166,17/06/1994 14:19:11
358175,5275,2841,1296,4137,04/06/1983 19:46:46
64677,5276,4518,7936,1262,24/08/2016 14:16:49
417744,5277,9276,7181,3265,17/06/2005 23:27:35
897363,5278,3112,8727,1600,30/04/1985 12:25:18
458744,5279,6017,6587,1984,08/04/1994 04:39:52
667381,5280,8323,3144,9812,28/11/1993 07:03:07
943400,5281,2144,7077,5377,10/10/1990 06:38:09
436484,5282,9808,3115,4926,16/09/2006 10:42:25
906172,5283,5955,3893,4488,16/07/2021 03:57:42
233515,5284,9972,7956,9765,27/12/1983 23:28:59
63984,5285,4090,5385,2151,15/12/1993 17:00:24
268047,5286,4826,1300,9211,17/02/2002 08:16:30
367046,5287,2135,7297,5795,10/09/1980 13:30:22
10998,5288,4971,8351,4152,02/06/2000 04:53:06
116169,5289,7333,9897,7015,27/12/1996 18:01:45
537677,5290,5639,6427,5078,15/07/1991 11:55:27
849114,5291,7541,5015,8755,21/08/2021 05:37:56
266042,5292,5025,6099,6998,07/03/2019 18:10:33
702665,5293,3626,7743,9649,26/04/1992 01:48:13
548347,5294,2498,7288,3914,27/07/2012 07:18:36
726440,5295,4152,6782,8893,06/08/1984 14:03:11
845704,5296,1693,4362,1462,22/06/1988 19:41:22
584115,5297,2344,2833,3647,29/04/1990 11:32:11
824121,5298,9100,9068,6644,17/07/2007 22:32:07
827248,5299,6991,5170,1139,05/12/1995 20:08:14
216495,5300,3542,9730,7708,05/05/2012 13:23:37
707953,5301,1726,7999,2751,04/09/2019 11:23:03
171578,5302,2984,6628,7934,19/09/1986 19:11:31
752893,5303,6169,4315,6379,08/03/1982 03:57:54
12710,5304,5225,3492,3886,04/09/2013 13:00:20
313305,5305,2036,3014,8556,30/06/2020 19:51:32
752618,5306,4242,2691,1056,03/10/2022 22:51:20
871963,5307,7426,8041,3319,16/11/1997 07:25:41
812833,5308,7551,5550,2407,23/10/1980 12:12:26
452840,5309,4466,5330,3325,20/10/1984 07:20:06
951672,5310,3241,8286,9072,21/04/2010 01:01:20
605024,5311,2363,9699,2845,17/05/1992 00:19:16
509174,5312,9318,5218,5264,26/09/2020 05:30:11
206167,5313,1520,4071,1206,05/11/2008 09:08:28
262204,5314,8911,4153,7653,08/10/1980 16:12:38
730449,5315,1118,9382,7990,10/05/1998 04:27:28
414761,5316,7308,4483,8141,21/03/2020 02:37:37
975594,5317,5003,7692,6052,12/04/1985 02:29:43
817414,5318,7981,7863,4651,13/06/1988 06:55:03
714033,5319,8177,2490,2651,12/03/2000 16:19:34
300128,5320,3270,8059,7805,06/10/2005 22:19:12
915792,5321,6768,6401,9486,11/02/2015 03:43:00
722438,5322,2723,6324,6232,01/10/2022 20:49:14
91073,5323,8028,5235,3977,04/11/1987 04:10:34
782359,5324,2452,3309,5673,25/02/1992 12:06:03
216677,5325,2894,6655,7692,25/07/1990 12:40:58
695559,5326,2876,8794,4020,29/06/1997 18:18:50
923598,5327,7485,7864,3157,28/11/1999 16:08:08
748630,5328,5280,6268,4727,30/04/2012 03:15:17
588285,5329,7204,9969,4417,18/10/1991 15:30:14
985185,5330,4462,1239,6898,13/09/1999 10:08:41
884278,5331,9776,4138,2137,28/09/2010 21:27:40
422960,5332,6106,7255,1323,01/11/2014 02:38:34
645664,5333,1921,8795,7724,28/10/1995 16:19:05
791297,5334,7517,1962,1855,29/12/1993 10:28:11
690385,5335,1606,8675,4974,16/01/2004 10:09:27
343034,5336,8396,7460,5827,19/02/1992 05:47:52
736170,5337,4570,7669,1950,10/09/2015 02:31:32
554313,5338,2697,9631,4366,10/03/1990 00:01:08
117805,5339,9471,6724,3115,29/06/2022 12:21:44
497385,5340,7339,8211,7547,08/05/2022 10:30:39
398443,5341,5017,7261,2192,18/09/2016 04:30:19
118675,5342,7826,3981,4042,18/09/1987 22:34:11
223873,5343,3272,2631,6432,06/05/2012 19:31:26
226679,5344,3851,7663,6520,06/09/2017 07:16:41
238781,5345,7948,3618,1175,10/03/2007 10:13:44
900966,5346,7021,1940,8788,17/05/1991 10:35:58
931978,5347,6885,1676,9166,07/08/2013 15:04:50
585953,5348,5344,9915,8192,27/08/1992 15:16:06
760441,5349,7753,6788,1220,23/03/1990 01:32:53
553876,5350,4718,9549,1723,01/08/2003 04:17:25
894863,5351,5339,5914,1771,12/03/2002 12:06:05
469127,5352,7034,8983,5781,21/09/2021 18:52:24
859593,5353,4305,7150,6875,04/06/2018 16:13:30
280401,5354,5258,9839,5004,24/10/1985 01:37:27
716703,5355,7040,2684,7791,15/06/1986 00:32:37
840527,5356,5200,4457,3736,01/03/1987 01:18:30
614840,5357,2055,8242,1055,21/02/2014 08:16:22
179762,5358,5167,9443,5757,18/04/1986 19:25:33
410825,5359,4718,7916,2935,28/10/1988 05:22:35
498162,5360,5000,8082,4644,05/05/2015 05:32:43
432916,5361,3591,3470,6217,20/06/2010 21:22:42
897408,5362,8157,2947,8490,21/10/1999 10:51:46
877333,5363,8084,4950,5190,03/12/2011 06:23:48
992149,5364,9465,9904,2299,01/04/1981 20:24:56
732534,5365,2810,1863,1852,17/05/2019 10:53:01
851123,5366,6615,8217,9319,20/11/2005 04:21:21
350655,5367,8684,2826,8811,02/11/2018 04:35:14
886305,5368,9452,7984,7544,28/02/2004 09:26:42
875837,5369,7241,1161,5914,21/02/2021 19:05:44
565709,5370,9454,4215,9924,05/12/2019 01:06:08
440363,5371,1688,9618,5226,16/11/1983 03:07:03
707661,5372,4049,9286,7898,08/12/1983 16:38:36
664335,5373,9864,1385,2325,12/04/2021 04:19:09
178896,5374,7758,5888,5270,06/04/2013 10:14:04
792037,5375,7539,1902,5123,27/01/1991 08:16:04
237181,5376,9778,8590,2195,09/08/2001 22:21:35
750271,5377,3441,1770,6557,27/11/2007 12:08:31
441938,5378,5329,2837,4139,31/01/2021 08:18:16
225155,5379,2056,8823,1402,25/09/2018 14:25:23
842401,5380,9526,2706,1207,07/03/2003 21:40:28
572798,5381,2521,3813,2122,23/05/1999 14:47:57
677834,5382,5115,3252,6092,24/07/2019 00:08:16
400747,5383,9986,2408,8397,07/08/2016 04:38:44
804045,5384,8274,5264,9272,10/05/1992 17:30:07
132208,5385,7021,1153,9552,25/07/1986 04:52:29
855254,5386,2488,2530,8436,14/01/2006 16:19:22
29616,5387,1023,5687,7743,17/05/2003 20:36:19
646215,5388,5814,3285,9953,25/04/1997 06:08:31
166785,5389,5376,2581,7671,14/04/1995 02:57:34
358203,5390,3090,8565,1899,17/07/1997 04:57:07
102187,5391,3767,1591,6616,07/07/2005 09:28:15
8338,5392,7195,2172,2560,02/07/2010 12:48:21
474463,5393,4188,9544,1439,30/05/2014 14:55:35
225082,5394,2172,8249,3828,10/11/1983 18:40:58
532523,5395,5572,3663,8940,07/05/1987 11:06:11
382122,5396,8387,8432,8741,03/08/2011 03:02:51
295803,5397,8949,1241,3229,02/12/2003 13:40:59
620484,5398,5062,5533,4182,28/06/2009 04:48:31
423344,5399,6463,3865,6340,27/01/1981 06:47:31
967365,5400,1634,1979,9902,28/01/2009 19:29:17
205833,5401,6233,1285,3809,05/10/2003 02:35:18
724978,5402,9611,9104,5785,28/03/2005 01:56:30
339214,5403,9491,8774,9178,16/09/1987 15:04:32
227060,5404,5241,4157,8543,21/02/1984 09:13:35
849578,5405,6337,7337,1965,27/04/1995 12:57:08
929342,5406,9456,5031,9547,05/12/2008 09:52:47
947249,5407,1542,6748,6988,06/10/2020 17:31:55
629650,5408,7961,8338,4265,26/07/2016 21:15:58
219698,5409,2303,6424,2746,01/10/2016 08:59:53
991849,5410,2200,6584,1664,23/02/2023 02:14:38
649876,5411,6131,5217,8892,23/03/2003 01:00:55
924197,5412,8059,3545,7249,18/03/1986 16:57:12
124745,5413,4662,5695,6651,25/01/2020 16:07:08
181429,5414,8939,5709,1383,07/12/2020 13:19:34
177929,5415,3722,6287,4920,31/03/2000 11:38:03
537581,5416,1982,3106,2953,16/12/1993 23:44:42
870442,5417,6855,4647,7861,24/02/1990 06:27:05
548401,5418,7542,6600,1339,23/09/1981 04:29:18
65411,5419,4741,8933,5973,30/10/1997 00:44:52
933868,5420,9231,2924,5479,07/06/1992 03:34:29
860998,5421,1468,7491,2799,17/02/1980 10:31:18
560000,5422,8088,2000,4754,31/03/1991 17:21:39
641263,5423,6392,5324,8607,21/03/2012 21:01:17
113854,5424,6204,4368,9532,16/03/1983 04:02:15
577270,5425,2783,4306,2969,16/11/2000 12:11:31
129633,5426,7544,2053,5373,24/06/1989 03:18:54
277245,5427,8558,1568,1844,03/04/1997 05:00:56
287208,5428,5192,7643,9288,06/06/2007 06:23:45
807232,5429,1766,4952,5035,16/03/2012 15:38:26
479501,5430,2015,8453,1820,18/01/2010 23:02:59
514969,5431,4320,3382,3492,06/01/1999 05:52:34
482659,5432,3786,4363,5053,15/03/2012 06:55:50
513759,5433,6726,3043,6023,25/02/1993 22:24:19
134085,5434,8641,9140,5526,23/12/2020 21:23:07
395861,5435,6132,4953,8181,31/08/1983 05:40:40
591794,5436,3531,4427,9431,26/06/2015 15:15:21
910107,5437,3145,6549,7178,08/02/1989 11:33:50
768708,5438,8553,7107,1051,10/12/2012 02:00:20
978242,5439,4650,5619,4815,28/03/2013 01:47:31
867373,5440,2303,7661,1228,21/03/2021 14:32:51
483580,5441,6521,5100,2379,24/04/2006 12:25:26
791464,5442,8185,2522,9734,20/03/1991 04:40:47
52384,5443,4119,9371,5803,18/02/1985 00:12:15
665293,5444,3230,3277,4189,21/10/2002 04:00:10
546704,5445,7426,8081,7365,07/01/2016 21:15:26
49595,5446,5558,7103,2423,04/04/2012 16:18:19
325871,5447,8490,2409,3338,25/04/1984 15:25:55
592808,5448,6971,5414,3262,25/08/2013 03:41:47
744985,5449,9055,1191,9964,27/12/1994 18:49:58
674047,5450,9824,4474,6425,27/10/2015 23:56:25
64039,5451,9854,9792,9325,29/06/2003 01:20:56
500296,5452,4740,4974,8663,25/09/1986 00:50:23
665208,5453,5886,8881,1323,20/02/2020 07:47:10
319830,5454,5903,9628,5054,14/02/2022 03:57:40
435484,5455,4827,7770,6957,27/09/2004 06:21:11
471172,5456,3031,1365,5242,18/06/2010 04:49:16
745849,5457,3764,7352,2912,14/07/2019 14:47:51
884246,5458,1102,5838,4395,19/05/1989 17:55:38
753067,5459,9794,2431,2758,30/03/2021 19:08:19
781162,5460,8822,6752,6444,29/05/2020 20:53:09
209040,5461,6343,3054,1034,23/07/1998 11:54:26
680135,5462,8844,9034,6828,17/12/1999 19:41:35
519685,5463,4301,5279,9694,12/02/2021 10:09:34
999199,5464,4545,6918,6751,06/01/2017 19:57:25
186461,5465,1038,8066,9655,19/02/2014 09:59:36
949577,5466,9133,3104,4269,08/03/1987 13:48:15
602573,5467,5274,8682,8077,07/03/2005 17:34:38
202945,5468,3329,9712,8185,17/02/2005 09:58:06
850473,5469,1086,8099,9690,19/11/2018 08:58:10
450934,5470,7017,9161,4704,09/08/2007 19:10:11
486060,5471,3551,6040,6135,26/10/1998 20:15:42
525651,5472,5067,4806,9526,23/07/2018 14:21:03
140698,5473,2588,7255,4843,01/03/1998 05:32:19
659339,5474,1163,1165,3154,21/02/2010 15:07:38
583151,5475,7820,2886,5025,17/01/1981 10:49:01
143311,5476,2455,2440,2546,24/10/2000 01:28:25
897091,5477,1294,7403,7336,14/04/1993 04:47:24
508634,5478,1847,2498,9737,27/03/2001 02:10:16
745411,5479,4271,5413,1655,26/07/1983 18:28:30
856118,5480,9644,9532,9872,09/11/2014 06:16:19
106625,5481,9709,5509,7287,02/08/1988 19:34:54
656982,5482,1411,3895,7830,23/09/1989 22:22:35
575640,5483,9782,8170,2711,26/04/1990 20:44:28
746545,5484,2948,3617,8552,31/05/2020 10:02:40
335032,5485,7843,8416,7975,31/03/2000 21:12:51
202498,5486,3398,1028,4350,12/11/2008 06:00:31
739672,5487,2199,8096,6005,22/07/2013 00:27:33
596746,5488,2183,4074,1548,31/08/1987 01:12:20
136688,5489,3712,5027,4733,04/09/2007 17:45:18
245957,5490,8450,7796,5214,19/04/2011 11:30:45
352895,5491,4193,2358,3578,26/02/1998 05:19:44
175576,5492,3355,9924,4735,28/11/1990 14:35:05
801106,5493,5526,7317,5601,24/10/2001 19:46:21
937213,5494,9945,6542,8877,16/09/1991 09:36:35
55668,5495,5703,6411,5526,02/04/2000 18:16:00
362254,5496,6517,1380,8956,06/06/2018 16:06:11
362630,5497,4931,6901,2826,25/09/1992 10:48:47
906869,5498,5408,9878,1312,24/12/1985 20:40:10
396709,5499,1455,1750,1540,02/05/1991 01:23:35
200948,5500,3589,7827,3440,17/03/1993 19:20:15
705949,5501,3231,7018,8122,17/03/1986 22:04:44
236833,5502,9359,7352,2095,05/09/1992 10:38:55
432453,5503,8747,1571,7521,14/03/2014 03:30:47
244555,5504,6465,1615,9969,23/03/1997 13:01:05
184928,5505,1953,9595,5706,05/08/2001 02:39:34
964114,5506,4965,1638,9205,04/11/1986 10:22:49
691365,5507,4086,1447,6700,27/04/1992 19:39:40
521484,5508,8434,9711,9375,03/01/2022 17:17:00
57547,5509,7787,5862,3817,22/12/1997 12:16:26
973137,5510,3579,9852,3427,17/06/2003 20:01:20
718075,5511,2016,9486,4549,01/06/1988 15:45:53
373354,5512,7473,2852,3225,09/11/2012 21:51:12
543325,5513,8372,1931,4102,07/07/2010 17:17:25
91484,5514,9204,8746,1390,20/05/1995 23:14:54
105738,5515,7152,2498,5271,29/11/2012 00:04:19
966223,5516,2566,4118,7097,11/09/1982 15:15:13
664834,5517,7659,8784,2225,09/12/1998 11:12:31
180421,5518,2305,4526,1285,21/11/1985 20:24:37
611190,5519,5637,9145,3301,21/08/1992 21:52:34
651934,5520,2467,2814,8577,20/03/1989 15:35:54
670063,5521,7287,3290,3342,08/12/1986 03:22:18
415072,5522,1859,3273,5217,09/07/1997 22:45:38
954648,5523,7552,2776,2089,19/09/2022 04:12:20
251660,5524,1630,4883,8924,22/09/1987 12:32:41
668495,5525,9459,7647,2299,15/04/2020 08:40:45
804445,5526,8883,9606,1814,17/12/1999 22:56:51
457621,5527,9344,3213,6716,24/10/1997 19:01:19
559390,5528,4309,7140,1549,11/09/1987 10:01:59
823634,5529,3976,4454,1783,16/01/2012 23:14:00
425196,5530,7604,1554,9559,24/04/2007 22:09:08
355580,5531,9057,3415,8722,14/03/2020 18:59:31
683994,5532,7353,5992,8026,11/09/1984 17:58:40
829251,5533,1778,1374,7444,12/05/1993 07:00:33
558445,5534,2470,7833,4510,26/07/2004 06:26:45
472899,5535,6881,3640,1836,15/01/2020 03:28:13
473617,5536,5462,4738,1846,27/10/2018 18:48:30
367200,5537,7283,6395,7705,11/04/2016 13:42:50
126917,5538,3547,6890,5309,13/02/2016 08:56:48
427563,5539,1259,5083,6234,08/11/2019 09:15:59
828870,5540,8377,2161,2335,15/01/1992 12:08:05
635101,5541,9020,9465,1793,13/07/1998 22:02:47
862386,5542,3190,4551,8732,15/10/2020 07:12:40
277915,5543,3054,5627,3936,16/09/2014 21:19:08
624329,5544,5046,6135,9105,26/04/1999 02:18:11
416532,5545,4303,3319,3007,27/10/1996 06:14:08
488723,5546,1583,7794,6639,20/07/2011 21:54:09
891707,5547,2122,5347,7103,27/07/2016 13:42:44
926072,5548,8455,8754,5215,16/06/2001 19:47:21
856514,5549,2334,6644,3897,22/09/1982 01:18:49
824998,5550,9809,4623,9140,28/08/2022 02:55:27
666600,5551,9245,2852,8034,25/12/1998 07:59:19
344260,5552,7288,8330,9942,10/02/1996 22:08:09
858913,5553,5783,9780,9590,03/12/2022 09:36:48
586628,5554,4185,7404,1074,09/12/2000 04:51:37
39232,5555,8870,7197,6528,13/05/2017 19:34:26
492105,5556,9809,6165,9941,27/08/2001 13:42:52
853679,5557,9803,8769,3561,13/08/1985 10:29:23
831834,5558,7638,3897,9724,12/05/2001 22:10:29
575279,5559,7875,4859,6656,13/08/1982 16:11:06
284755,5560,7983,5740,5223,14/04/1990 11:07:57
501094,5561,6922,3556,4056,30/10/2001 18:32:57
935521,5562,4036,7689,8289,13/01/1980 09:56:29
556265,5563,1136,7423,4255,27/07/2005 12:39:56
892172,5564,1000,7952,2361,07/09/2013 19:15:38
614861,5565,3101,5203,6344,11/08/1993 15:08:32
586085,5566,7021,1911,8754,06/01/2017 03:39:09
39957,5567,4017,8472,8864,16/08/2004 22:23:57
941118,5568,7361,6762,8651,06/06/1991 02:41:56
794956,5569,6549,3385,6375,12/08/1983 13:25:00
300069,5570,8727,5413,1601,14/07/2021 02:16:01
512811,5571,6476,6251,5771,21/02/1992 23:40:23
949860,5572,6797,7688,3789,14/01/2017 06:22:53
260981,5573,6728,4773,7991,19/03/1989 22:53:37
520976,5574,1996,3044,6395,02/04/1999 21:50:47
412513,5575,4354,8293,5451,09/06/1997 03:42:17
416628,5576,8393,3006,3307,12/09/2013 16:26:29
739820,5577,9384,7960,5087,07/10/1999 23:02:50
994978,5578,9248,5271,9792,01/12/2012 22:23:52
502620,5579,2654,8252,5049,11/08/1981 12:18:27
591165,5580,9187,8571,9170,16/05/2001 12:52:58
455818,5581,4298,8049,2126,14/12/2017 18:13:41
638119,5582,5087,7857,2634,27/06/1992 15:52:13
793294,5583,2892,5466,8711,17/04/2015 19:19:19
293465,5584,8335,8699,5777,03/05/1992 20:55:19
235647,5585,5800,6107,9545,16/06/1990 18:52:19
958559,5586,8106,6725,9384,14/08/1989 17:26:15
665191,5587,9483,7219,7824,08/01/1994 17:16:59
366336,5588,4430,9751,5761,17/01/1985 16:17:01
570587,5589,1802,2964,1204,12/05/2012 05:01:56
833596,5590,7196,6626,2764,11/01/2017 09:54:06
741239,5591,5427,4299,3387,10/02/2003 08:04:25
533421,5592,9625,4567,4931,11/03/2015 03:00:49
90416,5593,6384,4047,4098,29/12/2012 16:50:35
398688,5594,4738,2988,4944,05/12/1993 08:01:41
282424,5595,9159,6141,9244,03/06/2009 18:59:05
213159,5596,5898,3577,3382,21/10/1998 04:05:49
154644,5597,8611,5287,6840,31/12/2015 19:56:24
821954,5598,9565,9411,7327,26/05/2020 12:55:52
918320,5599,7232,3897,5026,11/10/2011 22:39:54
912089,5600,2632,9941,8588,08/12/1991 00:20:55
352072,5601,2656,9662,1115,23/06/2009 05:35:52
924077,5602,8987,9600,2341,04/05/2013 07:49:12
691578,5603,9205,6757,7814,22/09/1987 08:33:15
141244,5604,7358,7012,9315,27/07/1997 01:25:22
360544,5605,2480,6873,1633,11/08/2000 20:45:01
991798,5606,5018,6064,9136,14/11/2016 08:13:35
275826,5607,6106,2658,8166,22/12/1993 21:52:11
829926,5608,5914,6256,6983,18/02/2022 18:43:36
87062,5609,6901,1802,2144,26/10/1992 04:44:59
328814,5610,3728,6918,2732,28/07/1982 14:30:10
435612,5611,7538,5545,9194,21/03/2020 05:29:15
398911,5612,3599,6219,5246,17/05/2010 05:57:00
180475,5613,1918,5089,8468,27/07/2005 04:41:20
638772,5614,6402,4275,9604,20/03/1993 06:00:16
70851,5615,6113,5863,6685,10/04/2003 21:54:58
585158,5616,4516,6891,3788,26/10/2000 02:49:47
840678,5617,7516,3624,9673,10/03/1982 08:27:57
73737,5618,6027,5717,3300,17/10/1986 17:44:16
128216,5619,4363,1570,5499,13/08/2002 07:14:59
946836,5620,5220,6860,3479,19/08/2011 14:58:11
5137,5621,2189,3930,3504,26/03/2002 08:56:16
940838,5622,2303,3158,4886,25/05/2012 16:13:20
839109,5623,3640,9310,1149,19/05/2014 03:49:14
292473,5624,5532,3023,8569,23/01/2019 09:53:50
431682,5625,4308,9375,5142,18/11/1981 13:31:53
893928,5626,7777,1921,6383,30/05/2010 06:45:29
116978,5627,9283,5459,1427,27/03/2010 16:11:31
174115,5628,3187,7134,7959,07/03/1992 11:46:56
502508,5629,5614,7745,4872,01/09/2020 06:22:28
837638,5630,5514,7419,8012,25/07/2016 07:35:42
132072,5631,6526,8078,5522,16/10/1997 21:59:10
720950,5632,7560,6847,4943,25/12/1989 16:17:41
532919,5633,8161,5792,3228,11/09/1998 02:36:09
153577,5634,6833,3101,3018,24/01/2015 12:12:40
293496,5635,8012,6498,8004,04/01/1983 06:05:25
779259,5636,8224,2782,8865,25/04/2018 20:06:29
842540,5637,4238,1259,6416,25/05/1993 22:58:56
249676,5638,2507,7206,1993,08/10/2011 16:36:26
449339,5639,2257,5179,9659,30/03/2020 03:08:37
400049,5640,4722,3567,9177,04/11/2014 07:32:06
521231,5641,2342,9343,6359,31/12/1994 11:35:55
799932,5642,2941,5326,8820,12/03/1987 07:52:23
918556,5643,9840,2359,4861,17/07/1984 12:48:14
375455,5644,5812,5291,3154,23/08/1998 05:51:18
157995,5645,7064,5319,2595,25/09/2008 08:10:26
56161,5646,2933,9335,9033,15/10/1995 03:26:20
936037,5647,9625,5774,5467,12/08/1988 22:02:23
400622,5648,8120,7302,3319,14/03/2017 20:05:26
745985,5649,6012,3607,7852,26/12/1996 21:23:21
356280,5650,6479,2553,4576,11/07/1999 22:03:47
417543,5651,6185,8313,6985,29/07/1999 06:20:04
518223,5652,4745,4005,1621,20/06/2017 11:44:41
309063,5653,2252,9563,8552,13/01/1984 23:26:59
486845,5654,7546,6522,3687,07/06/2011 05:02:01
272481,5655,1984,2778,5336,22/08/2003 16:17:28
80310,5656,8331,4411,4922,18/11/2019 17:24:06
740420,5657,5460,1876,2081,23/07/2019 19:00:24
523227,5658,6688,9185,1373,15/09/2003 16:35:57
991061,5659,3735,8784,2078,21/07/1987 20:12:05
524203,5660,2969,9439,4663,27/02/2020 13:06:51
917238,5661,2144,5343,2763,03/01/2010 23:48:28
891263,5662,6481,3871,6592,17/01/2017 09:08:45
449764,5663,4142,8071,7684,03/02/2009 19:57:12
