payment_id,supplier_id,payment_date,payment_method,amount
5263,5958,2022-06-18,Bank Transfer,248.55
5264,476,2022-11-14,Bank Transfer,783.25
5265,1104,2022-04-04,Debit Card,423.39
5266,3718,2022-05-14,Bank Transfer,947.31
5267,5523,2022-06-11,PayPal,339.92
5268,9919,2022-07-01,Debit Card,77.05
5269,738,2023-02-22,Bank Transfer,876.89
5270,4565,2023-02-01,Credit Card,233.72
5271,9194,2022-08-06,Bank Transfer,537.77
5272,7736,2022-11-24,PayPal,303.37
5273,1127,2022-10-05,PayPal,273.07
5274,2724,2022-04-18,Bank Transfer,730.35
5275,9873,2022-04-18,Bank Transfer,825.69
5276,4332,2022-04-11,Bank Transfer,334.34
5277,8987,2022-10-01,Credit Card,379.79
5278,1986,2022-12-08,Bank Transfer,735.48
5279,8254,2022-06-25,Bank Transfer,225.67
5280,5880,2022-09-03,Debit Card,827.28
5281,3555,2023-03-08,PayPal,261.68
5282,1543,2023-03-07,Credit Card,154.14
5283,5074,2022-03-20,PayPal,68.8
5284,2967,2022-05-17,PayPal,919.11
5285,7491,2023-02-05,PayPal,379.11
5286,66,2022-06-23,Credit Card,353.81
5287,5154,2022-04-01,Debit Card,311.68
5288,5057,2022-08-07,PayPal,635.85
5289,4233,2022-04-12,Bank Transfer,607.47
5290,3493,2022-10-11,Bank Transfer,471.03
5291,3119,2022-10-30,Debit Card,562.61
5292,2262,2022-09-06,Credit Card,650.63
5293,7438,2022-08-24,PayPal,116.82
5294,1526,2023-03-08,Bank Transfer,981.53
5295,9759,2023-01-03,Credit Card,591.98
5296,9867,2022-12-26,Bank Transfer,118.63
5297,7208,2022-05-03,Bank Transfer,985.03
5298,8712,2023-01-26,Credit Card,295.92
5299,5211,2022-03-11,PayPal,212.84
5300,40,2022-05-17,Debit Card,850.73
5301,3198,2022-12-01,Credit Card,965.78
5302,4065,2022-10-14,Bank Transfer,28.94
5303,7609,2022-08-12,Debit Card,341.47
5304,2040,2023-01-29,Credit Card,916.58
5305,6257,2023-02-03,Credit Card,436.01
5306,9107,2022-11-14,Debit Card,895.26
5307,2126,2022-07-30,PayPal,100.05
5308,5882,2022-11-17,Credit Card,262.81
5309,4386,2022-06-10,Bank Transfer,768.24
5310,7887,2022-11-29,Debit Card,207.34
5311,2748,2022-09-14,Bank Transfer,945.86
5312,9984,2022-11-06,Debit Card,600.42
5313,5018,2022-12-24,Debit Card,523.94
5314,9038,2022-12-18,PayPal,993.74
5315,8816,2022-07-15,Bank Transfer,429.55
5316,6970,2022-05-16,PayPal,322.57
5317,140,2022-04-21,PayPal,223.03
5318,3196,2022-04-19,PayPal,477.69
5319,3314,2023-03-04,Debit Card,613.33
5320,9855,2022-04-26,Credit Card,461.09
5321,8632,2022-12-10,Credit Card,411.38
5322,2058,2023-01-30,Debit Card,787.77
5323,9426,2023-01-24,Bank Transfer,432.36
5324,1069,2022-07-23,Debit Card,124.48
5325,9696,2022-12-06,Credit Card,58.04
5326,1823,2022-05-14,Bank Transfer,47.95
5327,7076,2023-03-07,Credit Card,191.11
5328,7665,2022-09-20,Debit Card,642.56
5329,912,2022-03-17,PayPal,417.36
5330,544,2022-03-22,PayPal,516.12
5331,8046,2022-09-22,Credit Card,762.96
5332,7612,2022-07-30,Bank Transfer,713.19
5333,9579,2022-05-16,Credit Card,592.56
5334,6742,2022-06-12,PayPal,715.93
5335,3734,2022-12-14,Debit Card,673.85
5336,1367,2022-12-19,PayPal,578.66
5337,7006,2022-08-14,PayPal,604.31
5338,9621,2022-04-20,PayPal,235.13
5339,707,2022-10-30,Bank Transfer,729.29
5340,5854,2023-01-17,Bank Transfer,559.51
5341,8756,2022-05-27,Credit Card,101.99
5342,1222,2022-08-06,PayPal,896.09
5343,7010,2022-08-29,Bank Transfer,328.45
5344,1766,2023-02-02,Bank Transfer,518.36
5345,6043,2022-07-16,PayPal,682.24
5346,4813,2023-03-02,PayPal,471.17
5347,9315,2022-10-10,PayPal,791.96
5348,5745,2022-05-19,Debit Card,655.62
5349,115,2022-09-05,Credit Card,728.54
5350,8689,2022-10-12,PayPal,218.93
5351,4028,2022-06-30,PayPal,840.22
5352,4186,2022-11-30,PayPal,998.17
5353,5475,2023-01-16,Credit Card,667.43
5354,6488,2022-06-12,PayPal,615.89
5355,5149,2022-05-03,PayPal,842.53
5356,4120,2022-09-30,PayPal,756.68
5357,1474,2022-08-05,PayPal,792.22
5358,8360,2022-11-15,PayPal,735.88
5359,8385,2023-02-25,Debit Card,662.31
5360,731,2022-12-08,Credit Card,741.13
5361,219,2022-09-24,PayPal,357.43
5362,3106,2022-10-23,Debit Card,225.31
5363,5517,2022-10-16,Credit Card,659.07
5364,1651,2022-05-28,Debit Card,741.59
5365,3645,2022-04-19,PayPal,24.85
5366,5077,2022-03-14,Debit Card,738.2
5367,8672,2022-06-20,Debit Card,426.77
5368,2776,2022-03-28,Debit Card,979.13
5369,6408,2022-11-30,PayPal,524.01
5370,6290,2022-09-29,PayPal,75.21
5371,2527,2022-07-27,Debit Card,745.64
5372,4006,2022-10-26,Credit Card,409.46
5373,9601,2022-04-13,Credit Card,945.15
5374,4200,2022-08-04,Credit Card,704.84
5375,6836,2022-03-14,Credit Card,951.26
5376,6592,2022-11-11,PayPal,520.09
5377,6607,2023-01-20,PayPal,380.24
5378,8466,2022-08-15,Bank Transfer,756.31
5379,7989,2022-10-05,Credit Card,72.12
5380,2440,2022-05-06,Credit Card,718.02
5381,1767,2023-02-08,PayPal,859.71
5382,3077,2022-07-18,Credit Card,341.61
5383,2011,2022-10-11,Credit Card,418.94
5384,8124,2023-01-29,Credit Card,90.37
5385,1348,2023-01-10,Credit Card,398.74
5386,2655,2023-02-16,Debit Card,578.28
5387,3479,2022-06-18,Credit Card,792.6
5388,8192,2023-01-15,PayPal,490.64
5389,4882,2022-03-09,PayPal,230.07
5390,6792,2023-02-13,Debit Card,85.47
5391,2905,2022-12-30,PayPal,855.24
5392,245,2022-07-17,Debit Card,372.31
5393,3220,2022-08-11,Credit Card,705.71
5394,6959,2022-09-07,Credit Card,675.53
5395,1796,2022-05-29,Debit Card,187.72
5396,3810,2022-03-26,Bank Transfer,19.12
5397,9320,2022-07-31,PayPal,861.27
5398,1134,2022-09-29,PayPal,289.63
5399,7252,2022-10-30,Credit Card,36.01
5400,4148,2022-11-05,Debit Card,90.71
5401,2652,2022-11-10,Bank Transfer,796.62
5402,8021,2023-03-07,PayPal,320.5
5403,7312,2022-08-10,Debit Card,235.3
5404,5686,2022-12-14,Debit Card,15.11
5405,1718,2022-03-16,Debit Card,17.12
5406,387,2022-07-29,PayPal,656.4
5407,1119,2022-05-28,PayPal,966.12
5408,7724,2022-10-14,PayPal,813.79
5409,3365,2022-03-09,PayPal,854.5
5410,2055,2022-07-04,PayPal,896.75
5411,5630,2022-12-02,Bank Transfer,899.94
5412,4921,2022-12-29,Debit Card,675.96
5413,9960,2022-08-02,PayPal,293.01
5414,3300,2023-01-11,Debit Card,990.89
5415,3869,2022-04-20,Credit Card,80.49
5416,1018,2022-12-08,Credit Card,766.38
5417,8895,2022-08-05,Bank Transfer,580.44
5418,6415,2022-04-19,Debit Card,439.33
5419,1909,2022-04-13,Credit Card,985.65
5420,4878,2022-05-06,Bank Transfer,375.22
5421,2647,2022-04-13,Bank Transfer,624.94
5422,4820,2022-11-04,Credit Card,339.14
5423,1176,2022-04-22,PayPal,706.52
5424,8514,2022-07-18,PayPal,327.7
5425,850,2023-01-12,Credit Card,958.06
5426,2382,2022-07-24,Bank Transfer,270.05
5427,4369,2022-10-03,Debit Card,600.02
5428,9429,2022-12-30,PayPal,130.15
5429,5658,2022-09-23,Debit Card,619.0
5430,616,2022-03-30,PayPal,390.34
5431,5496,2022-03-10,Bank Transfer,569.62
5432,9882,2022-09-26,Credit Card,65.75
5433,2027,2022-08-29,Bank Transfer,935.48
5434,2346,2022-12-20,Bank Transfer,461.56
5435,6258,2022-10-23,Credit Card,790.09
5436,4240,2022-08-23,Bank Transfer,779.05
5437,1837,2022-12-30,Bank Transfer,577.28
5438,6047,2022-10-06,PayPal,687.33
5439,686,2022-03-31,Debit Card,851.03
5440,4616,2022-10-18,Credit Card,70.89
5441,6078,2022-06-08,Debit Card,225.81
5442,2121,2023-01-19,Credit Card,563.35
5443,6937,2022-04-04,Bank Transfer,315.38
5444,3344,2022-08-06,PayPal,793.26
5445,7727,2022-12-14,Debit Card,824.46
5446,5848,2022-08-13,Bank Transfer,449.64
5447,8651,2022-09-20,Credit Card,853.48
5448,6333,2023-01-27,PayPal,895.51
5449,9451,2022-10-28,Debit Card,605.96
5450,207,2023-01-11,Bank Transfer,918.25
5451,7948,2022-11-24,Credit Card,702.01
5452,8679,2022-09-21,Credit Card,788.04
5453,5049,2022-07-12,Debit Card,372.66
5454,7663,2022-08-24,Bank Transfer,108.73
5455,9792,2022-08-21,Bank Transfer,720.2
5456,5026,2022-06-28,Debit Card,901.27
5457,5529,2022-04-07,Debit Card,683.26
5458,3000,2023-01-10,Debit Card,134.89
5459,849,2022-04-22,Debit Card,130.78
5460,5645,2022-04-28,Bank Transfer,369.99
5461,5777,2022-07-07,PayPal,503.74
5462,8413,2023-02-03,PayPal,397.52
5463,9447,2022-08-17,Credit Card,185.35
5464,6421,2022-03-19,Credit Card,260.87
5465,7127,2022-11-06,PayPal,829.08
5466,1747,2022-08-24,Debit Card,892.91
5467,6796,2022-09-09,PayPal,932.2
5468,3794,2022-04-10,Debit Card,696.35
5469,3626,2022-05-06,Bank Transfer,941.79
5470,7528,2022-05-17,Debit Card,26.08
5471,6412,2022-09-17,Bank Transfer,50.62
5472,2637,2022-06-16,PayPal,677.41
5473,8166,2023-01-31,Bank Transfer,578.09
5474,7135,2022-03-24,Bank Transfer,774.95
5475,6752,2022-05-19,Credit Card,586.82
5476,9016,2022-10-10,Bank Transfer,760.38
5477,1761,2022-08-29,Debit Card,71.76
5478,1522,2022-12-09,Bank Transfer,339.83
5479,4626,2022-03-09,Credit Card,713.44
5480,5362,2022-07-23,Credit Card,417.38
5481,1418,2023-02-14,Credit Card,143.76
5482,8620,2023-02-08,Debit Card,666.44
5483,3272,2023-01-04,PayPal,125.04
5484,2973,2022-11-14,Bank Transfer,18.06
5485,8725,2023-01-25,Debit Card,521.64
5486,8435,2022-08-21,Bank Transfer,132.28
5487,6940,2023-02-18,Debit Card,105.64
5488,1309,2022-12-27,Credit Card,315.28
5489,6088,2022-06-25,Credit Card,300.52
5490,2897,2022-07-09,Credit Card,694.04
5491,4052,2022-04-02,Debit Card,40.98
5492,303,2022-07-11,Bank Transfer,542.82
5493,6873,2022-04-23,Credit Card,408.16
5494,6243,2022-06-30,Bank Transfer,503.89
5495,314,2023-02-01,Debit Card,435.36
5496,2317,2022-10-27,Bank Transfer,562.03
5497,5001,2023-03-07,Bank Transfer,347.75
5498,17,2022-12-08,Bank Transfer,265.01
5499,1797,2022-04-17,Bank Transfer,395.53
5500,8272,2022-05-20,Credit Card,648.28
5501,9002,2022-03-25,Bank Transfer,285.24
5502,8221,2022-03-11,Bank Transfer,876.84
5503,7368,2023-02-02,Debit Card,145.24
5504,7409,2022-08-02,Debit Card,41.18
5505,223,2022-03-20,Credit Card,482.24
5506,4337,2022-08-06,PayPal,435.5
5507,668,2022-11-02,Bank Transfer,819.82
5508,4916,2022-06-18,PayPal,172.78
5509,645,2022-10-24,Bank Transfer,237.97
5510,3833,2023-01-28,Credit Card,109.09
5511,96,2022-09-19,Bank Transfer,839.07
5512,1371,2022-07-15,Credit Card,383.32
5513,6372,2022-10-31,PayPal,242.15
5514,8488,2022-10-04,Credit Card,293.25
5515,1291,2022-09-14,Debit Card,304.78
5516,8013,2022-09-19,Debit Card,145.76
5517,5037,2023-01-30,Bank Transfer,710.43
5518,3939,2022-06-05,Bank Transfer,953.07
5519,476,2022-06-28,Bank Transfer,610.48
5520,4529,2022-12-09,Bank Transfer,42.62
5521,3228,2022-06-29,Bank Transfer,170.0
5522,3496,2022-04-07,PayPal,810.76
5523,5293,2022-05-18,Debit Card,898.48
5524,3848,2022-05-25,PayPal,820.77
5525,9858,2022-03-25,Bank Transfer,263.73
5526,6647,2023-02-02,Credit Card,601.81
5527,5796,2023-01-14,Credit Card,103.55
5528,6580,2023-01-04,PayPal,778.31
5529,5194,2023-02-28,Debit Card,528.22
5530,7369,2022-03-14,Credit Card,330.33
5531,3710,2022-05-18,PayPal,901.04
5532,9781,2022-10-21,Bank Transfer,219.23
5533,4679,2022-09-19,Debit Card,774.34
5534,3902,2022-08-17,Credit Card,144.02
5535,4229,2022-04-15,Bank Transfer,780.48
5536,8167,2022-08-03,Bank Transfer,389.41
5537,2692,2023-02-18,PayPal,985.32
5538,7891,2023-02-09,Bank Transfer,46.42
5539,9750,2022-06-05,PayPal,608.2
5540,3228,2022-06-21,Bank Transfer,417.91
5541,1515,2022-03-24,Bank Transfer,934.15
5542,6420,2023-01-07,Credit Card,520.82
5543,1765,2022-07-21,Bank Transfer,694.32
5544,4236,2022-08-24,Debit Card,587.75
5545,6813,2023-01-28,Bank Transfer,718.39
5546,1925,2022-12-31,Credit Card,545.66
5547,5239,2022-03-31,Debit Card,436.51
5548,4485,2022-04-26,Bank Transfer,159.67
5549,6561,2022-11-13,PayPal,916.71
5550,2211,2022-05-07,Debit Card,394.97
5551,6394,2023-01-01,Bank Transfer,899.75
5552,2120,2022-04-23,Debit Card,722.44
5553,8278,2022-09-24,Debit Card,661.77
5554,6994,2022-10-09,Bank Transfer,899.12
5555,2576,2022-04-27,PayPal,175.06
5556,1045,2022-03-09,Bank Transfer,965.71
5557,5815,2022-10-12,Credit Card,762.36
5558,5677,2022-09-13,Debit Card,115.86
5559,6052,2022-07-09,Credit Card,882.74
5560,2458,2022-09-03,Debit Card,292.21
5561,1567,2022-09-14,PayPal,206.91
5562,1592,2022-12-25,Debit Card,180.0
5563,8039,2022-08-22,Debit Card,36.03
5564,7439,2022-09-07,PayPal,954.79
5565,63,2023-02-24,Bank Transfer,887.27
5566,5556,2022-08-30,Credit Card,481.84
5567,1250,2022-09-10,PayPal,852.76
5568,4013,2022-12-01,Bank Transfer,759.36
5569,6091,2022-08-18,PayPal,183.27
5570,1930,2022-08-08,Bank Transfer,296.19
5571,7032,2022-10-14,PayPal,428.0
5572,9199,2022-05-21,Debit Card,621.42
5573,5478,2022-08-09,Debit Card,74.5
5574,6607,2022-03-29,Bank Transfer,139.95
5575,5269,2022-03-10,Credit Card,340.65
5576,4607,2022-04-19,PayPal,86.38
5577,4289,2022-07-25,Credit Card,827.45
5578,6386,2022-12-14,Bank Transfer,683.9
5579,6465,2022-11-06,Bank Transfer,907.41
5580,1023,2023-02-18,Bank Transfer,879.43
5581,8921,2022-06-14,Debit Card,887.85
5582,5081,2022-04-17,Debit Card,38.52
5583,8964,2023-01-20,Credit Card,691.9
5584,9595,2023-01-13,Bank Transfer,737.21
5585,2421,2022-10-29,Bank Transfer,308.28
5586,6385,2022-08-15,Bank Transfer,283.06
5587,4720,2022-10-10,Credit Card,394.1
5588,3730,2023-01-08,Credit Card,921.25
5589,4963,2022-04-23,Bank Transfer,608.02
5590,5561,2022-03-19,Bank Transfer,382.16
5591,3809,2022-11-27,Credit Card,756.09
5592,3459,2022-07-20,Debit Card,400.13
5593,2372,2023-02-16,Credit Card,740.9
5594,1818,2022-10-02,Credit Card,972.79
5595,8580,2022-12-15,Credit Card,349.02
5596,1357,2022-12-06,PayPal,415.35
5597,6243,2023-02-06,Debit Card,652.83
5598,6535,2022-10-12,PayPal,146.98
5599,3526,2023-01-28,Bank Transfer,674.93
5600,4751,2022-12-30,Bank Transfer,772.51
5601,2727,2022-10-24,PayPal,42.86
5602,7398,2023-01-16,Credit Card,494.0
5603,1481,2023-02-17,Debit Card,925.01
5604,1854,2022-08-16,Debit Card,757.34
5605,1936,2022-10-25,PayPal,969.41
5606,9308,2022-12-16,Bank Transfer,312.6
5607,3329,2022-04-15,Bank Transfer,827.44
5608,6598,2022-09-29,PayPal,659.41
5609,7733,2023-02-17,Bank Transfer,773.93
5610,3019,2022-08-15,Debit Card,593.11
5611,2238,2022-07-08,PayPal,149.31
5612,5869,2022-09-03,Credit Card,952.12
5613,4758,2023-01-05,Debit Card,287.54
5614,5503,2023-02-25,PayPal,441.54
5615,4536,2022-04-27,PayPal,195.81
5616,7570,2022-12-22,Debit Card,400.18
5617,6797,2022-05-28,PayPal,778.77
5618,3417,2022-07-22,Credit Card,796.36
5619,3391,2023-01-04,Debit Card,654.87
5620,1144,2022-12-19,Credit Card,970.45
5621,8172,2022-12-01,PayPal,919.15
5622,4389,2022-08-19,PayPal,958.42
5623,2649,2022-03-14,Bank Transfer,941.22
5624,4004,2022-10-19,PayPal,32.25
5625,8209,2022-12-28,Debit Card,664.32
5626,28,2023-02-22,Credit Card,318.94
5627,9075,2023-01-01,Bank Transfer,564.55
5628,3786,2023-01-30,PayPal,619.11
5629,2427,2022-05-29,PayPal,135.01
5630,4854,2022-11-08,Debit Card,869.59
5631,5735,2022-06-07,PayPal,702.75
5632,7756,2022-12-04,Credit Card,142.01
5633,7686,2022-11-14,Credit Card,199.82
5634,1352,2023-03-07,Debit Card,335.41
5635,1238,2022-05-17,Debit Card,842.89
5636,6176,2022-03-13,Bank Transfer,433.98
5637,4964,2022-12-26,Bank Transfer,77.73
5638,390,2022-04-25,PayPal,872.13
5639,3454,2022-08-23,Debit Card,791.56
5640,7781,2022-12-09,Debit Card,46.4
5641,9521,2022-03-20,Credit Card,556.68
5642,4625,2022-04-20,Bank Transfer,649.86
5643,5970,2022-07-05,Credit Card,320.99
5644,1932,2023-03-07,Bank Transfer,217.3
5645,1181,2022-03-21,Credit Card,285.06
5646,1402,2022-10-14,Credit Card,278.34
5647,5562,2023-02-16,PayPal,233.54
5648,3932,2023-03-04,PayPal,151.65
5649,8119,2022-09-10,Credit Card,322.35
5650,6199,2023-03-02,Debit Card,116.52
5651,430,2022-10-02,Credit Card,396.42
5652,6575,2022-12-21,Bank Transfer,873.53
5653,5748,2022-07-15,Credit Card,18.79
5654,3066,2022-08-23,Debit Card,847.3
5655,9032,2022-04-29,Credit Card,889.93
5656,1019,2022-06-13,Debit Card,197.92
5657,7575,2022-03-18,Credit Card,679.05
5658,4463,2023-02-06,Debit Card,610.89
5659,2065,2022-06-24,Debit Card,483.78
5660,5473,2022-07-22,Credit Card,666.84
5661,89,2022-07-09,Credit Card,773.55
5662,6861,2023-01-10,PayPal,738.34
5663,2659,2023-02-27,PayPal,925.36
5664,4922,2022-11-18,PayPal,435.71
5665,519,2022-03-17,PayPal,74.59
5666,8670,2022-10-19,Credit Card,837.73
5667,1960,2022-04-24,Credit Card,625.85
5668,6198,2023-02-04,Bank Transfer,809.19
5669,4251,2022-08-25,Debit Card,634.87
5670,1807,2022-05-29,Credit Card,186.8
5671,4281,2022-08-06,Bank Transfer,622.16
5672,5669,2022-12-31,PayPal,209.31
5673,1379,2022-06-09,Bank Transfer,542.51
5674,5601,2022-08-17,PayPal,116.58
5675,4946,2022-07-29,Bank Transfer,720.29
5676,7207,2022-06-27,Bank Transfer,23.88
5677,9048,2022-10-24,Debit Card,192.12
5678,9510,2022-12-11,PayPal,87.91
5679,3041,2022-08-04,Debit Card,563.48
5680,1111,2022-12-29,PayPal,494.08
5681,9490,2022-07-02,Bank Transfer,872.79
5682,7891,2022-04-24,Bank Transfer,168.86
5683,2692,2023-01-05,Debit Card,218.81
5684,9485,2022-10-15,Debit Card,199.05
5685,6250,2023-01-15,Credit Card,146.28
5686,8842,2022-03-17,Bank Transfer,464.91
5687,6668,2022-08-04,Debit Card,643.45
5688,6085,2022-11-11,PayPal,633.46
5689,8114,2023-01-12,Credit Card,351.73
5690,274,2022-05-23,Credit Card,515.26
5691,8867,2022-11-01,Bank Transfer,297.34
5692,3948,2022-12-31,Credit Card,384.66
5693,139,2022-07-16,PayPal,595.13
5694,3200,2022-07-21,PayPal,210.3
5695,9494,2022-12-26,Bank Transfer,414.18
5696,6049,2022-03-29,Credit Card,386.12
5697,3088,2023-02-10,PayPal,100.73
5698,8178,2022-10-20,Credit Card,526.64
5699,8151,2022-11-15,Credit Card,142.15
5700,9043,2022-07-10,PayPal,988.41
5701,1026,2022-06-12,Debit Card,216.45
5702,7024,2022-05-05,Debit Card,164.59
5703,8905,2022-06-16,PayPal,348.46
5704,3098,2023-02-04,PayPal,625.51
5705,1722,2022-10-09,Bank Transfer,881.62
5706,7322,2022-11-25,Debit Card,849.24
5707,8177,2022-04-26,Bank Transfer,467.78
5708,2283,2022-05-31,Bank Transfer,792.98
5709,7636,2022-11-28,Bank Transfer,337.5
5710,7284,2023-01-13,PayPal,25.99
5711,9245,2022-04-27,PayPal,468.99
5712,5969,2022-09-19,PayPal,477.17
5713,280,2022-06-29,Debit Card,825.94
5714,9629,2022-05-09,Credit Card,520.65
5715,4037,2022-07-12,Debit Card,464.18
5716,8882,2022-03-26,PayPal,118.92
5717,3744,2022-12-26,PayPal,769.4
5718,4473,2022-09-13,PayPal,233.02
5719,1150,2022-06-17,Credit Card,861.64
5720,9785,2022-05-09,PayPal,431.6
5721,277,2022-04-14,Credit Card,280.88
5722,9455,2022-04-24,Debit Card,908.58
5723,7356,2022-04-08,Credit Card,178.97
5724,16,2022-08-01,Bank Transfer,328.23
5725,8447,2023-02-13,Credit Card,365.53
5726,3283,2023-02-09,Debit Card,387.05
5727,1169,2022-12-17,Bank Transfer,461.32
5728,6715,2023-03-04,Bank Transfer,668.06
5729,5407,2022-07-05,Credit Card,68.7
5730,3871,2022-07-30,Credit Card,279.24
5731,986,2022-10-29,PayPal,68.3
5732,6853,2022-09-21,Bank Transfer,518.05
5733,6829,2022-07-30,Debit Card,986.98
5734,2296,2022-10-31,Debit Card,94.4
5735,3279,2022-05-02,Debit Card,846.37
5736,3694,2022-07-15,PayPal,724.29
5737,2873,2022-04-05,PayPal,954.99
5738,3310,2022-10-19,Bank Transfer,823.83
5739,9767,2022-11-15,Credit Card,952.8
5740,5472,2022-10-02,Bank Transfer,591.34
5741,4969,2022-04-30,Debit Card,608.12
5742,3255,2022-06-19,PayPal,808.88
5743,3430,2022-05-11,Debit Card,891.66
5744,2327,2022-06-03,Bank Transfer,505.21
5745,4838,2022-04-25,Credit Card,138.9
5746,8145,2023-02-12,Debit Card,431.22
5747,5711,2022-05-19,Credit Card,541.52
5748,7123,2022-11-02,PayPal,213.11
5749,6607,2022-05-23,PayPal,191.72
5750,4129,2022-09-21,Debit Card,857.58
5751,5819,2022-09-20,Credit Card,613.1
5752,8116,2022-09-06,Debit Card,299.14
5753,8252,2022-04-22,Bank Transfer,536.92
5754,5686,2022-07-16,Bank Transfer,950.42
5755,7360,2022-11-15,Debit Card,152.4
5756,9758,2022-12-04,Bank Transfer,407.27
5757,6620,2022-07-07,Debit Card,93.24
5758,7633,2022-07-25,Credit Card,203.86
5759,1881,2022-07-14,Credit Card,207.75
5760,4084,2022-11-22,PayPal,699.0
5761,5159,2023-02-23,Bank Transfer,648.41
5762,9036,2022-10-16,Credit Card,308.83
5763,916,2023-02-18,Credit Card,665.62
5764,8197,2022-06-14,Bank Transfer,926.53
5765,4705,2023-01-03,PayPal,792.18
5766,7740,2022-04-06,Debit Card,44.7
5767,8767,2023-02-17,PayPal,443.75
5768,2310,2023-01-25,Debit Card,811.61
5769,4180,2022-03-21,PayPal,295.67
5770,2476,2023-03-05,Bank Transfer,332.0
5771,2233,2022-08-20,PayPal,415.92
5772,5875,2022-08-20,Debit Card,922.31
5773,2822,2022-07-15,Bank Transfer,471.3
5774,2677,2023-01-21,Credit Card,368.48
5775,1489,2023-01-11,Debit Card,205.94
5776,2957,2022-04-15,Bank Transfer,55.37
5777,2083,2022-12-31,Debit Card,693.88
5778,8059,2022-11-04,Bank Transfer,686.9
5779,8649,2022-11-15,Bank Transfer,185.42
5780,4157,2022-10-25,PayPal,914.99
5781,5101,2022-07-01,Debit Card,765.38
5782,6586,2022-07-22,Bank Transfer,116.0
5783,7777,2022-04-30,Bank Transfer,461.43
5784,1871,2022-12-05,Bank Transfer,734.45
5785,3249,2022-10-10,Bank Transfer,346.1
5786,3135,2023-03-04,PayPal,185.47
5787,6664,2022-05-26,Credit Card,970.03
5788,6710,2022-07-19,Debit Card,331.18
5789,5365,2022-12-23,Bank Transfer,152.81
5790,8173,2022-04-15,PayPal,370.81
5791,6278,2022-12-24,Debit Card,879.29
5792,5416,2022-03-26,Credit Card,61.88
5793,5489,2023-01-20,Debit Card,933.52
5794,8352,2023-01-06,PayPal,753.16
5795,8330,2022-07-14,PayPal,54.39
5796,305,2022-09-23,Credit Card,151.72
5797,1702,2023-02-27,Bank Transfer,147.51
5798,9611,2022-07-08,Credit Card,392.57
5799,1759,2022-04-25,Debit Card,482.24
5800,34,2022-12-17,Bank Transfer,81.79
5801,2654,2022-12-09,Bank Transfer,869.86
5802,7803,2022-05-26,Debit Card,524.36
5803,937,2023-01-06,Debit Card,223.62
5804,3483,2022-12-13,Debit Card,82.21
5805,1298,2023-01-08,Debit Card,180.51
5806,4588,2022-10-31,Credit Card,622.21
5807,9767,2022-08-17,PayPal,316.26
5808,5694,2022-03-09,Credit Card,608.47
5809,7976,2022-11-17,Bank Transfer,230.05
5810,3042,2022-04-05,Debit Card,309.18
5811,1500,2022-04-27,Debit Card,250.52
5812,1541,2023-02-09,Debit Card,408.57
5813,8618,2022-09-27,Debit Card,472.47
5814,1139,2023-02-08,Bank Transfer,258.38
5815,8394,2022-03-22,Debit Card,680.2
5816,4558,2022-06-26,Credit Card,112.71
5817,1304,2023-01-19,Credit Card,943.38
5818,2226,2022-10-08,PayPal,639.25
5819,9980,2022-09-14,Debit Card,506.81
5820,3127,2022-11-11,Bank Transfer,184.06
5821,6254,2022-10-28,PayPal,711.47
5822,9561,2022-03-09,Bank Transfer,72.9
5823,498,2022-06-25,Credit Card,28.87
5824,5328,2022-07-17,PayPal,826.21
5825,3179,2022-06-01,Bank Transfer,592.59
5826,404,2023-02-01,Debit Card,269.16
5827,8716,2022-09-24,Bank Transfer,334.11
5828,1509,2023-01-27,Credit Card,98.65
5829,5001,2022-04-23,Debit Card,914.22
5830,9211,2022-03-12,Bank Transfer,74.18
5831,1312,2022-07-06,Credit Card,765.25
5832,2135,2023-01-07,PayPal,349.19
5833,7886,2022-05-16,PayPal,937.86
5834,5347,2023-01-31,Bank Transfer,882.71
5835,9147,2022-06-25,Debit Card,14.51
5836,4854,2022-07-11,PayPal,957.95
5837,6748,2022-04-15,Credit Card,580.08
5838,9222,2022-11-15,Credit Card,629.07
5839,9324,2022-09-19,Bank Transfer,686.58
5840,1890,2022-04-11,PayPal,643.46
5841,4461,2022-04-27,PayPal,637.78
5842,7356,2022-07-31,Debit Card,153.25
5843,4097,2022-10-21,Bank Transfer,64.45
5844,593,2022-05-31,Bank Transfer,803.94
5845,7173,2022-05-16,Debit Card,94.86
5846,1465,2022-05-01,Bank Transfer,282.89
5847,6062,2022-11-16,PayPal,765.63
5848,3534,2023-01-04,Debit Card,72.71
5849,7044,2022-12-28,Debit Card,234.9
5850,8997,2023-01-09,Bank Transfer,275.42
5851,9621,2022-10-01,Debit Card,359.74
5852,4127,2023-02-08,Debit Card,171.37
5853,2488,2022-12-07,PayPal,836.53
5854,3528,2022-04-24,Bank Transfer,411.06
5855,5893,2022-12-02,Bank Transfer,463.94
5856,2275,2023-02-11,Bank Transfer,814.89
5857,3481,2022-08-27,Credit Card,534.5
5858,7868,2022-04-30,Debit Card,213.56
5859,4865,2022-06-14,Bank Transfer,845.34
5860,5014,2022-06-20,Bank Transfer,376.42
5861,8178,2022-11-05,Credit Card,655.91
5862,116,2023-02-25,Credit Card,789.72
5863,5801,2022-12-13,Bank Transfer,574.72
