order_id,supplier_id,order_date,expected_delivery_date,total_cost
5169,1416,2022-11-22,2022-11-26,3085.38
5170,5080,2022-10-04,2022-10-20,1132.58
5171,4718,2022-12-09,2022-12-16,6573.19
5172,2753,2023-01-18,2023-02-13,9850.85
5173,3279,2022-03-26,2022-04-09,9724.7
5174,694,2022-07-14,2022-08-05,7857.45
5175,9328,2022-12-15,2022-12-16,7007.64
5176,79,2023-01-29,2023-02-07,9070.16
5177,8117,2022-08-09,2022-09-07,1358.72
5178,6146,2022-04-19,2022-04-27,1813.66
5179,326,2023-02-03,2023-02-22,6203.29
5180,8593,2023-02-14,2023-03-05,1206.53
5181,8538,2022-05-28,2022-06-22,6285.73
5182,9366,2022-05-20,2022-06-16,3503.91
5183,9295,2023-02-22,2023-03-08,6753.83
5184,3032,2022-09-29,2022-10-05,4686.98
5185,1530,2022-08-20,2022-09-12,7092.05
5186,1771,2022-06-25,2022-07-24,9488.27
5187,3319,2022-06-21,2022-06-22,1711.63
5188,8358,2022-07-05,2022-07-14,5121.7
5189,4774,2022-03-29,2022-04-02,1433.83
5190,4535,2022-07-04,2022-07-10,3535.86
5191,5706,2023-03-03,2023-03-08,9578.39
5192,8442,2023-01-03,2023-01-12,7152.96
5193,2237,2023-01-13,2023-02-03,4790.86
5194,3949,2022-04-30,2022-05-18,5518.75
5195,3011,2022-06-13,2022-07-04,5949.19
5196,994,2022-08-08,2022-08-09,3441.26
5197,9666,2022-05-18,2022-05-23,5249.79
5198,144,2022-11-25,2022-12-16,8543.03
5199,3649,2022-06-12,2022-07-12,8870.37
5200,236,2022-06-01,2022-06-23,371.53
5201,962,2022-04-21,2022-05-08,9477.1
5202,9478,2022-09-05,2022-09-22,6771.09
5203,6532,2022-07-01,2022-07-23,3700.96
5204,6788,2022-12-22,2023-01-07,4009.86
5205,6890,2022-10-13,2022-11-06,9419.61
5206,3533,2022-04-17,2022-04-21,8503.34
5207,1591,2022-05-19,2022-06-05,2884.41
5208,2306,2022-09-16,2022-09-23,288.45
5209,6427,2022-08-23,2022-09-08,4496.58
5210,9966,2022-06-22,2022-07-06,6372.2
5211,4020,2022-08-19,2022-08-27,9037.39
5212,7735,2022-09-15,2022-09-23,9912.78
5213,9907,2023-02-11,2023-03-13,1868.39
5214,6165,2023-02-11,2023-03-02,759.11
5215,4320,2022-06-01,2022-06-18,1468.72
5216,3465,2022-11-24,2022-12-18,219.08
5217,7695,2022-04-09,2022-05-04,9201.93
5218,5072,2023-02-13,2023-03-01,2647.29
5219,451,2022-12-15,2023-01-03,3567.97
5220,425,2022-07-01,2022-07-17,6732.54
5221,8400,2022-10-04,2022-10-05,6900.53
5222,3350,2022-05-15,2022-06-07,9097.21
5223,3134,2023-01-17,2023-02-08,1646.68
5224,7511,2023-02-13,2023-03-09,9015.42
5225,5876,2022-10-23,2022-11-05,7177.23
5226,684,2022-06-20,2022-06-22,4296.81
5227,7391,2022-11-03,2022-11-20,5551.18
5228,4770,2022-08-22,2022-09-02,1071.9
5229,3723,2022-11-18,2022-11-28,6502.19
5230,2746,2022-07-25,2022-08-13,8451.87
5231,4364,2022-12-29,2023-01-20,9764.97
5232,1016,2023-01-05,2023-01-26,1065.49
5233,9105,2022-08-06,2022-08-19,6289.45
5234,3498,2022-08-04,2022-08-09,5031.74
5235,2335,2022-03-26,2022-04-11,8868.54
5236,8361,2022-11-15,2022-12-09,314.51
5237,5180,2022-11-14,2022-11-29,8833.42
5238,8285,2022-05-22,2022-05-23,4789.95
5239,7747,2022-04-16,2022-05-05,3426.39
5240,1380,2022-12-06,2022-12-29,5535.25
5241,8768,2022-11-06,2022-12-01,6899.69
5242,3534,2022-03-19,2022-04-11,4274.76
5243,4979,2022-11-06,2022-11-08,9202.93
5244,5993,2022-08-08,2022-08-09,4636.99
5245,2619,2022-11-20,2022-11-29,6474.41
5246,6926,2022-05-31,2022-06-18,3457.69
5247,5263,2023-02-21,2023-03-16,2215.62
5248,40,2022-04-21,2022-05-16,6718.59
5249,2873,2022-10-20,2022-10-22,1476.59
5250,1805,2022-05-30,2022-06-08,4154.11
5251,2955,2022-06-17,2022-06-30,3268.85
5252,9403,2022-06-23,2022-06-24,1594.67
5253,346,2022-12-20,2023-01-12,9092.13
5254,8844,2022-07-19,2022-07-26,460.55
5255,3630,2022-12-26,2023-01-14,1812.58
5256,1134,2022-04-18,2022-05-10,4351.39
5257,133,2022-08-14,2022-08-17,8353.98
5258,4442,2022-04-17,2022-05-16,2957.03
5259,4904,2022-08-28,2022-09-25,4174.83
5260,7949,2022-10-27,2022-11-13,9908.96
5261,4225,2022-07-16,2022-08-13,3844.4
5262,765,2022-08-02,2022-08-23,9554.93
5263,6744,2023-01-01,2023-01-27,1508.08
5264,5932,2022-08-28,2022-09-25,3696.98
5265,2926,2022-10-03,2022-10-16,6707.96
5266,1001,2022-11-21,2022-12-17,8675.59
5267,1398,2023-02-12,2023-03-14,6100.63
5268,1981,2023-03-05,2023-03-11,9506.65
5269,1798,2022-08-28,2022-09-13,4209.53
5270,9091,2023-02-03,2023-02-17,7073.95
5271,8688,2022-11-30,2022-12-20,3541.1
5272,7966,2023-01-24,2023-02-16,4759.85
5273,8045,2022-05-01,2022-05-26,3293.65
5274,1051,2022-06-26,2022-07-19,2775.19
5275,2557,2022-11-16,2022-11-29,3250.07
5276,9607,2022-06-02,2022-06-09,9789.45
5277,4393,2022-07-23,2022-08-09,8107.42
5278,2670,2023-01-28,2023-02-27,4358.81
5279,6273,2022-03-24,2022-04-23,2896.68
5280,5579,2022-07-28,2022-08-04,5605.02
5281,7483,2023-02-23,2023-03-14,4405.17
5282,8696,2023-02-01,2023-02-26,7336.02
5283,6104,2022-09-18,2022-09-26,7825.83
5284,4505,2022-10-05,2022-10-18,2972.26
5285,7954,2022-06-06,2022-06-07,9970.31
5286,32,2022-10-21,2022-11-12,2523.65
5287,7376,2022-07-17,2022-08-08,4733.38
5288,3647,2022-04-22,2022-05-16,1844.0
5289,8041,2022-08-06,2022-08-31,9009.53
5290,1024,2022-04-20,2022-05-19,6624.83
5291,4872,2022-09-27,2022-09-28,934.17
5292,5045,2022-05-16,2022-05-25,6173.93
5293,7550,2023-02-14,2023-03-06,8957.31
5294,1166,2022-11-23,2022-12-22,2230.35
5295,8012,2022-07-25,2022-08-13,1719.35
5296,329,2022-11-14,2022-12-07,7481.83
5297,4235,2022-07-02,2022-07-05,3276.72
5298,3112,2023-01-14,2023-01-19,8002.29
5299,1564,2022-09-24,2022-10-22,5019.05
5300,4761,2022-03-31,2022-04-24,8331.54
5301,707,2022-07-03,2022-07-21,7794.69
5302,2858,2022-04-19,2022-05-10,5320.49
5303,754,2023-01-14,2023-02-08,1928.62
5304,1748,2022-11-25,2022-12-23,1327.44
5305,5274,2022-09-30,2022-10-13,1858.68
5306,6724,2022-03-14,2022-03-27,3878.58
5307,902,2022-08-15,2022-08-23,6572.27
5308,64,2022-04-01,2022-05-01,3073.97
5309,4207,2022-05-17,2022-06-08,2940.78
5310,6719,2022-03-31,2022-04-10,8223.93
5311,8914,2022-07-14,2022-07-28,1899.76
5312,6062,2022-12-19,2022-12-26,2720.54
5313,1403,2022-05-12,2022-05-25,7524.64
5314,9488,2022-05-11,2022-06-10,9662.61
5315,9183,2022-12-14,2022-12-22,905.43
5316,3399,2022-07-11,2022-08-04,951.48
5317,4650,2022-05-20,2022-06-07,317.01
5318,6993,2022-07-13,2022-07-25,4435.14
5319,2383,2022-03-09,2022-03-29,2514.27
5320,9348,2022-08-07,2022-08-31,6799.75
5321,8082,2022-09-15,2022-09-26,6185.94
5322,324,2022-06-04,2022-06-24,422.31
5323,3672,2023-01-03,2023-01-06,586.34
5324,3285,2022-11-28,2022-12-25,984.04
5325,3598,2022-06-05,2022-06-21,8111.18
5326,1745,2022-12-25,2023-01-02,4468.56
5327,7590,2022-10-06,2022-10-17,5434.55
5328,9558,2022-12-01,2022-12-13,7097.96
5329,9701,2022-06-08,2022-07-03,2727.91
5330,5055,2022-04-16,2022-05-13,5879.06
5331,8888,2022-11-01,2022-11-02,7106.57
5332,9061,2022-08-27,2022-09-07,1722.28
5333,369,2022-07-22,2022-08-03,7390.15
5334,3447,2022-06-30,2022-07-24,571.91
5335,4492,2022-07-29,2022-08-02,2687.25
5336,108,2023-01-12,2023-01-19,2237.46
5337,2874,2023-01-08,2023-02-04,8882.22
5338,1121,2023-03-03,2023-03-23,7994.8
5339,517,2022-12-22,2022-12-25,2827.33
5340,1156,2022-12-06,2023-01-05,8490.41
5341,3492,2022-12-28,2023-01-21,6853.61
5342,391,2022-08-31,2022-09-19,4406.62
5343,6818,2023-02-10,2023-03-02,7646.07
5344,7325,2022-12-20,2022-12-25,9152.15
5345,6364,2022-05-12,2022-05-14,4858.74
5346,9230,2022-05-15,2022-05-30,9783.28
5347,182,2022-12-28,2023-01-15,3041.59
5348,657,2023-01-24,2023-02-20,6542.35
5349,3904,2022-10-19,2022-11-10,9790.24
5350,142,2022-07-26,2022-08-16,7179.37
5351,1401,2022-09-16,2022-09-22,6634.55
5352,4125,2022-12-16,2023-01-10,5257.64
5353,9895,2022-10-18,2022-10-29,2415.47
5354,2590,2022-09-08,2022-09-30,2125.63
5355,4614,2022-04-18,2022-04-27,4490.8
5356,7786,2023-01-31,2023-02-07,6071.71
5357,9752,2022-05-29,2022-06-08,2445.07
5358,5408,2023-01-29,2023-02-04,9637.9
5359,8589,2022-04-23,2022-05-06,7445.18
5360,7457,2022-12-01,2022-12-23,6025.12
5361,6773,2022-08-11,2022-09-08,3843.2
5362,4308,2022-07-23,2022-08-16,5140.9
5363,2197,2022-10-14,2022-10-26,1227.84
5364,6276,2022-09-07,2022-09-18,5329.82
5365,1361,2022-08-03,2022-08-25,9000.53
5366,4903,2023-01-03,2023-01-29,447.25
5367,8508,2023-02-22,2023-03-13,868.45
5368,688,2023-01-28,2023-02-18,8859.18
5369,6477,2022-09-15,2022-10-05,3864.66
5370,4790,2022-11-12,2022-12-02,5490.98
5371,3506,2022-12-21,2022-12-24,9289.44
5372,4120,2023-01-25,2023-02-08,4769.72
5373,4115,2022-06-02,2022-06-26,5457.67
5374,2061,2023-01-28,2023-02-22,8765.11
5375,576,2022-05-28,2022-06-24,2900.48
5376,9269,2022-11-13,2022-11-18,7524.75
5377,2369,2023-02-10,2023-03-11,3457.87
5378,6043,2022-10-31,2022-11-03,1153.07
5379,6970,2023-03-03,2023-03-13,3601.11
5380,1374,2022-04-18,2022-04-28,5289.83
5381,8285,2022-10-28,2022-11-05,3179.37
5382,8387,2022-10-16,2022-11-15,396.55
5383,4941,2022-10-13,2022-10-25,2804.74
5384,2018,2023-02-09,2023-03-07,4443.68
5385,9208,2022-10-24,2022-10-28,8780.66
5386,3980,2022-06-12,2022-06-13,1570.44
5387,5646,2023-01-28,2023-02-19,5408.87
5388,7572,2022-11-23,2022-12-10,3575.85
5389,8830,2022-06-23,2022-07-21,5405.45
5390,5557,2022-06-22,2022-07-17,7085.03
5391,3649,2022-07-23,2022-08-08,3080.0
5392,3874,2023-02-18,2023-02-27,808.62
5393,1317,2022-07-22,2022-08-14,9692.06
5394,904,2022-04-05,2022-04-23,6177.72
5395,1132,2022-04-18,2022-05-08,5959.86
5396,5993,2023-01-20,2023-02-16,3874.9
5397,7343,2022-11-09,2022-11-22,9766.17
5398,5763,2022-10-03,2022-11-02,6444.09
5399,4154,2022-05-07,2022-05-22,2805.08
5400,6368,2022-08-24,2022-09-15,9940.9
5401,1387,2023-01-22,2023-02-05,3272.25
5402,5465,2023-01-16,2023-02-10,2120.04
5403,7423,2022-06-16,2022-06-21,2869.97
5404,6727,2023-01-06,2023-01-17,1185.89
5405,4929,2023-02-03,2023-02-04,1726.84
5406,5426,2022-09-21,2022-09-25,2141.62
5407,3445,2023-02-26,2023-03-14,5333.39
5408,9333,2022-05-02,2022-05-23,7360.39
5409,7460,2022-11-01,2022-11-12,6064.83
5410,6668,2022-10-17,2022-10-21,9970.92
5411,7522,2022-10-19,2022-11-05,8502.24
5412,1413,2022-11-18,2022-11-30,9669.61
5413,1488,2022-07-08,2022-07-13,6236.87
5414,8333,2022-12-05,2022-12-28,7680.92
5415,7441,2022-11-07,2022-11-14,9541.17
5416,5963,2023-02-17,2023-03-08,4369.67
5417,2228,2022-06-06,2022-06-30,4775.99
5418,4775,2022-11-22,2022-12-14,6906.13
5419,2707,2022-06-17,2022-06-19,4947.09
5420,9828,2023-01-08,2023-01-26,2440.08
5421,6937,2022-08-12,2022-08-15,2063.27
5422,3583,2022-03-29,2022-04-23,6416.46
5423,3683,2022-03-17,2022-04-14,4590.97
5424,7846,2022-10-20,2022-10-26,2347.0
5425,3372,2022-10-11,2022-11-04,5647.53
5426,5642,2022-04-25,2022-05-24,9902.1
5427,5370,2022-08-05,2022-08-18,4953.97
5428,1331,2022-07-26,2022-08-22,8965.85
5429,8849,2022-10-04,2022-10-29,6206.82
5430,208,2023-01-05,2023-01-29,7524.29
5431,314,2022-11-11,2022-12-02,556.69
5432,3199,2022-09-27,2022-10-15,2337.88
5433,3600,2022-10-10,2022-10-13,1372.94
5434,7172,2022-07-13,2022-07-30,2973.63
5435,922,2022-07-03,2022-07-27,6226.48
5436,2546,2023-01-12,2023-02-08,9393.59
5437,4762,2022-08-15,2022-09-13,5809.3
5438,9084,2022-03-09,2022-04-01,2953.08
5439,2647,2022-06-30,2022-07-05,9255.95
5440,9166,2022-09-21,2022-10-05,6366.91
5441,803,2022-04-16,2022-05-15,1385.49
5442,3257,2023-01-14,2023-02-09,9098.26
5443,9555,2023-01-05,2023-01-23,135.4
5444,5632,2022-06-16,2022-07-11,4111.47
5445,581,2023-01-10,2023-01-16,2539.43
5446,8535,2022-09-16,2022-10-15,3165.23
5447,56,2022-08-14,2022-08-23,1830.92
5448,7699,2023-01-24,2023-02-16,4776.0
5449,4863,2022-12-15,2023-01-04,3656.02
5450,4336,2023-02-17,2023-03-17,2036.7
5451,5547,2022-11-23,2022-12-16,372.15
5452,7653,2022-07-10,2022-07-17,352.05
5453,1167,2022-06-23,2022-07-01,8506.74
5454,1495,2022-09-11,2022-10-01,655.05
5455,1543,2022-05-06,2022-05-23,9691.61
5456,6836,2023-03-04,2023-03-30,9043.42
5457,1212,2022-08-28,2022-09-08,5991.53
5458,3174,2022-04-10,2022-04-18,7930.99
5459,3620,2022-03-09,2022-03-14,1230.47
5460,4692,2022-09-24,2022-10-02,4772.97
5461,5316,2022-09-27,2022-09-30,8993.75
5462,534,2022-10-01,2022-10-14,5041.99
5463,314,2022-08-21,2022-09-11,968.68
5464,3605,2022-12-12,2022-12-15,7769.64
5465,4755,2022-06-11,2022-06-15,5099.29
5466,1587,2022-05-10,2022-05-11,4037.5
5467,9123,2022-12-08,2022-12-13,2811.73
5468,6663,2022-09-28,2022-10-14,9590.47
5469,5347,2022-12-26,2023-01-14,6980.4
5470,8360,2022-07-14,2022-07-18,4826.67
5471,1240,2022-06-23,2022-07-20,1139.63
5472,5476,2022-09-08,2022-10-02,2182.22
5473,5110,2023-02-22,2023-03-05,2672.2
5474,1586,2022-11-29,2022-12-19,1164.22
5475,2610,2022-08-03,2022-08-13,1260.46
5476,3166,2022-06-29,2022-07-26,4929.24
5477,9530,2023-01-30,2023-02-21,6673.49
5478,1264,2023-03-06,2023-03-07,8359.83
5479,6813,2022-10-06,2022-11-01,6177.87
5480,9981,2022-12-18,2022-12-29,9091.4
5481,4330,2022-05-07,2022-05-20,4993.53
5482,3900,2022-09-04,2022-09-08,9738.57
5483,7525,2022-08-29,2022-09-03,4368.38
5484,2881,2022-03-20,2022-03-29,2814.65
5485,7937,2022-05-25,2022-05-30,3858.82
5486,8893,2022-08-17,2022-09-08,8314.85
5487,6454,2022-04-23,2022-05-20,6290.9
5488,4579,2022-03-17,2022-03-29,1036.43
5489,5387,2022-09-24,2022-10-13,569.82
5490,3453,2022-11-29,2022-12-13,8662.67
5491,9338,2022-09-19,2022-10-12,1195.81
5492,7700,2022-08-11,2022-09-07,6173.85
5493,2943,2023-01-10,2023-01-11,1604.98
5494,2462,2022-07-11,2022-07-24,2023.95
5495,743,2022-09-04,2022-09-19,8027.59
5496,151,2022-06-06,2022-07-06,8705.76
5497,7924,2022-03-19,2022-03-23,3471.65
5498,4483,2022-07-16,2022-08-07,3975.99
5499,9014,2022-04-23,2022-05-20,4173.12
5500,4000,2022-06-25,2022-07-03,6703.56
5501,7941,2023-02-23,2023-03-02,3991.86
5502,3509,2023-02-19,2023-03-16,4807.89
5503,8885,2022-06-30,2022-07-12,3059.1
5504,5491,2023-02-14,2023-02-26,5255.43
5505,7626,2022-03-28,2022-04-17,1978.69
5506,6465,2022-09-14,2022-09-26,4166.73
5507,3076,2022-06-10,2022-06-22,2961.5
5508,5559,2022-07-24,2022-07-31,6719.25
5509,8810,2022-10-31,2022-11-18,688.48
5510,9828,2022-05-27,2022-05-29,2090.05
5511,2076,2022-04-01,2022-04-14,5889.9
5512,3528,2022-06-04,2022-06-06,3897.5
5513,8771,2022-03-25,2022-04-21,7958.26
5514,4169,2022-11-24,2022-12-07,1645.2
5515,8485,2022-06-01,2022-06-29,8101.39
5516,5316,2022-07-05,2022-07-08,2668.66
5517,4802,2022-05-14,2022-06-04,7702.02
5518,5494,2022-07-31,2022-08-23,6495.77
5519,3004,2023-01-23,2023-02-14,4026.6
5520,1910,2022-08-21,2022-09-20,2779.47
5521,1655,2022-11-18,2022-12-16,9400.44
5522,9727,2022-03-20,2022-03-29,9652.58
5523,6631,2022-05-11,2022-06-05,9212.32
5524,577,2022-05-17,2022-05-27,7154.38
5525,5764,2022-07-24,2022-08-03,1800.35
5526,6793,2022-10-03,2022-10-22,2027.73
5527,2467,2022-04-17,2022-05-14,3020.55
5528,3933,2022-04-30,2022-05-02,3046.84
5529,1127,2022-06-21,2022-07-09,222.07
5530,4193,2023-01-20,2023-02-14,1040.99
5531,6703,2023-01-31,2023-02-24,1652.85
5532,183,2023-01-14,2023-02-13,3843.16
5533,7321,2022-10-06,2022-10-13,7281.35
5534,1395,2022-11-13,2022-11-19,527.75
5535,932,2022-12-15,2022-12-17,8426.86
5536,1417,2022-08-08,2022-08-29,8772.56
5537,8636,2022-08-15,2022-09-05,6859.08
5538,4257,2022-08-03,2022-08-17,799.83
5539,4261,2023-02-18,2023-03-18,3475.98
5540,5528,2022-10-09,2022-11-02,4697.88
5541,4644,2022-07-02,2022-07-08,6127.72
5542,3059,2022-10-07,2022-11-06,7041.17
5543,6453,2022-10-12,2022-10-25,9348.85
5544,3223,2022-03-29,2022-04-22,1794.61
5545,8315,2022-05-14,2022-05-30,654.42
5546,6501,2022-08-22,2022-08-26,7193.2
5547,4506,2022-05-24,2022-06-07,9517.23
5548,7884,2022-04-02,2022-04-29,4370.2
5549,5994,2022-04-05,2022-04-23,9769.03
5550,9091,2022-07-31,2022-08-14,5437.79
5551,1860,2022-08-10,2022-08-25,3430.29
5552,2128,2022-06-30,2022-07-09,7288.68
5553,8277,2022-06-27,2022-07-09,4307.04
5554,9873,2022-10-28,2022-11-14,4660.75
5555,5731,2022-11-10,2022-12-08,6002.98
5556,8032,2022-07-14,2022-07-27,6740.58
5557,2562,2022-12-31,2023-01-27,1222.95
5558,3228,2023-02-13,2023-03-06,4573.39
5559,1478,2022-03-26,2022-04-13,9415.58
5560,4401,2023-02-08,2023-02-09,5969.06
5561,4854,2022-08-31,2022-09-23,1560.56
5562,7290,2023-03-05,2023-03-27,3790.82
5563,2393,2022-08-30,2022-09-04,4574.48
5564,1229,2022-08-13,2022-09-01,6533.99
5565,1731,2022-06-25,2022-06-28,448.81
5566,3679,2022-11-15,2022-11-30,4302.4
5567,8086,2022-06-23,2022-07-01,183.12
5568,7156,2022-11-04,2022-11-19,5764.23
5569,5847,2022-05-04,2022-05-11,7329.51
5570,6745,2022-05-31,2022-06-07,3061.17
5571,2179,2022-04-25,2022-05-10,7552.11
5572,1130,2022-03-10,2022-03-17,4352.43
5573,6204,2022-09-29,2022-10-12,3274.56
5574,5938,2023-02-12,2023-02-28,9810.4
5575,8480,2022-04-21,2022-04-28,918.63
5576,2252,2022-08-31,2022-09-30,2852.34
5577,5286,2022-11-27,2022-12-10,6766.42
5578,3400,2022-03-27,2022-03-30,1102.37
5579,6706,2022-11-18,2022-12-06,1890.07
5580,2142,2023-02-23,2023-03-08,828.16
5581,144,2022-03-19,2022-03-28,488.92
5582,2708,2022-08-24,2022-09-18,8496.41
5583,7406,2022-05-29,2022-06-11,3380.6
5584,9634,2023-01-25,2023-02-18,5308.3
5585,8340,2022-11-25,2022-12-22,3128.03
5586,7160,2022-05-17,2022-05-19,982.38
5587,5918,2022-12-06,2022-12-17,6525.38
5588,7312,2022-12-28,2023-01-02,7193.03
5589,6777,2022-03-16,2022-03-30,3075.1
5590,5988,2022-04-24,2022-05-02,6261.51
5591,9790,2022-04-10,2022-04-22,1236.37
5592,9868,2022-08-01,2022-08-26,7904.87
5593,200,2022-10-11,2022-11-03,8311.71
5594,2500,2022-05-21,2022-06-12,7937.53
5595,3682,2023-01-03,2023-01-20,7426.75
5596,3562,2023-01-31,2023-02-10,2888.44
5597,3017,2022-11-19,2022-11-30,6914.41
5598,3600,2022-04-28,2022-05-13,6389.22
5599,1958,2023-01-01,2023-01-16,387.78
5600,7595,2022-07-19,2022-07-29,9774.37
5601,7779,2022-09-26,2022-10-10,4035.85
5602,6680,2022-12-13,2023-01-12,7084.75
5603,3245,2022-12-12,2023-01-01,9731.09
5604,8213,2022-09-05,2022-09-07,1408.46
5605,4367,2022-07-09,2022-08-03,6921.87
5606,6725,2022-09-22,2022-10-15,3623.21
5607,6521,2022-07-20,2022-07-25,3073.87
5608,5634,2022-09-08,2022-10-06,8544.01
5609,9688,2023-01-28,2023-02-16,3184.1
5610,3146,2023-01-13,2023-01-17,4825.39
5611,99,2023-01-26,2023-02-17,9825.08
5612,4046,2022-08-16,2022-08-31,3586.09
5613,9949,2022-06-22,2022-07-02,316.86
5614,8063,2023-02-14,2023-03-16,2921.35
5615,2669,2022-11-29,2022-12-27,481.13
5616,1389,2022-08-18,2022-08-22,8368.23
5617,424,2022-04-16,2022-04-26,8027.37
5618,7202,2022-05-11,2022-05-22,9937.17
5619,7486,2023-01-06,2023-01-29,9514.73
5620,7847,2023-01-20,2023-01-23,9831.8
5621,1554,2022-07-25,2022-07-30,8794.39
5622,350,2022-08-18,2022-08-29,5365.44
5623,876,2022-05-27,2022-06-20,2464.15
5624,8623,2023-01-25,2023-01-31,9752.12
5625,7673,2022-06-22,2022-07-20,9970.5
5626,8380,2022-07-24,2022-08-14,4720.76
5627,5420,2023-02-28,2023-03-21,8467.15
5628,199,2022-06-25,2022-07-24,7065.7
5629,9707,2022-09-29,2022-10-11,563.05
5630,6262,2022-03-29,2022-04-08,3743.97
5631,9596,2022-11-02,2022-11-08,5207.77
5632,6891,2022-08-28,2022-09-06,1511.14
5633,4414,2023-01-25,2023-02-12,9990.46
5634,365,2022-05-16,2022-05-28,6299.19
5635,7755,2022-06-17,2022-07-13,3272.15
5636,9307,2022-05-08,2022-05-24,9185.53
5637,5265,2023-01-01,2023-01-25,7434.64
5638,4372,2022-04-11,2022-04-26,1456.27
5639,1900,2022-08-03,2022-08-18,3803.95
5640,7975,2022-06-26,2022-07-08,7372.11
5641,808,2022-09-15,2022-09-16,1114.82
5642,8423,2022-09-12,2022-10-11,7686.86
5643,3105,2022-10-19,2022-11-10,3858.43
5644,7424,2022-10-31,2022-11-07,7670.26
5645,1773,2023-01-14,2023-02-03,3240.12
5646,1129,2022-08-07,2022-08-08,157.68
5647,4909,2022-09-18,2022-10-08,2352.26
5648,6439,2022-09-07,2022-09-18,7721.9
5649,6082,2022-10-09,2022-11-04,2692.02
5650,4988,2023-02-07,2023-02-16,321.45
5651,3150,2022-05-21,2022-06-10,2868.36
5652,2408,2022-04-28,2022-05-11,8680.0
5653,5348,2022-10-14,2022-10-15,9599.43
5654,268,2022-04-17,2022-04-28,3120.43
5655,4727,2023-01-01,2023-01-03,1983.31
5656,1287,2023-01-10,2023-01-11,9766.73
5657,9690,2023-02-28,2023-03-20,570.11
5658,7987,2022-08-07,2022-09-04,7824.5
5659,9846,2022-05-26,2022-06-12,8402.4
5660,7149,2022-12-09,2022-12-10,8372.15
5661,404,2022-12-29,2023-01-13,1519.02
5662,804,2022-09-29,2022-10-23,2370.0
5663,163,2022-08-10,2022-09-03,3991.2
5664,7110,2022-12-28,2023-01-10,6884.61
5665,2124,2022-06-04,2022-06-26,206.37
5666,3890,2022-06-17,2022-07-02,2933.28
5667,588,2022-04-30,2022-05-13,6483.51
5668,4056,2022-06-09,2022-06-14,2195.85
5669,9558,2023-01-24,2023-02-20,8307.6
5670,4678,2022-11-13,2022-11-28,4194.3
5671,9262,2022-05-05,2022-05-16,3011.72
5672,9692,2023-01-18,2023-01-28,8917.98
5673,980,2022-10-27,2022-11-18,8987.76
5674,8684,2022-10-17,2022-11-14,6272.62
5675,8476,2022-04-22,2022-05-11,9183.35
5676,4195,2022-04-22,2022-05-09,9419.82
5677,3526,2022-11-29,2022-12-01,3175.86
5678,9938,2022-10-21,2022-10-27,2736.07
5679,1130,2022-12-25,2023-01-13,1969.75
5680,3926,2023-02-13,2023-03-14,1731.79
5681,3688,2022-07-13,2022-07-18,592.36
5682,5252,2022-03-13,2022-04-06,6356.54
5683,1339,2022-07-30,2022-08-22,3339.81
5684,6496,2022-09-09,2022-09-28,9271.54
5685,9310,2022-11-24,2022-12-11,9747.98
5686,2613,2022-11-06,2022-12-02,3826.52
5687,1564,2022-08-12,2022-08-29,7844.25
5688,8492,2022-06-06,2022-06-13,866.09
5689,7143,2022-03-20,2022-04-14,649.15
5690,4413,2022-05-20,2022-06-08,4019.58
5691,3033,2022-11-09,2022-12-02,1473.83
5692,1281,2022-09-09,2022-10-09,1613.56
5693,8963,2022-11-12,2022-11-28,4777.39
5694,907,2022-10-30,2022-11-08,3334.78
5695,1943,2022-11-09,2022-11-12,3237.47
5696,2345,2022-07-31,2022-08-10,7634.5
5697,6445,2023-01-14,2023-01-30,5066.91
5698,2681,2022-11-22,2022-12-07,2402.55
5699,666,2022-08-14,2022-08-25,2485.38
5700,1872,2022-05-22,2022-06-03,3004.96
5701,4860,2022-07-16,2022-07-23,6458.69
5702,6481,2022-06-14,2022-06-19,4912.08
5703,350,2023-02-24,2023-03-19,9048.84
5704,6879,2022-07-23,2022-08-14,2930.57
5705,1968,2023-02-15,2023-03-16,9385.25
5706,8066,2023-02-15,2023-03-03,5815.07
5707,2904,2022-03-17,2022-04-16,3756.66
5708,6380,2022-04-09,2022-04-10,6674.98
5709,5976,2022-07-01,2022-07-16,7800.23
5710,6142,2022-04-23,2022-05-16,1015.93
5711,9414,2022-12-13,2022-12-31,2911.1
5712,2363,2022-10-12,2022-10-29,2521.54
5713,9608,2023-01-22,2023-01-28,7990.4
5714,6763,2022-06-24,2022-06-27,8956.54
5715,4861,2022-04-26,2022-04-30,3280.46
5716,9235,2023-02-22,2023-03-08,1896.84
5717,1,2022-10-14,2022-11-08,5899.45
5718,9508,2022-10-13,2022-11-11,1979.27
5719,6529,2022-06-26,2022-07-10,837.58
5720,8396,2022-03-11,2022-03-28,2521.07
5721,444,2022-08-02,2022-08-19,8030.14
5722,5119,2022-09-23,2022-10-05,2207.58
5723,4069,2022-12-31,2023-01-12,3270.46
5724,3403,2022-04-30,2022-05-16,6939.31
5725,5306,2022-12-24,2022-12-30,6587.28
5726,8785,2023-02-17,2023-03-17,9162.73
5727,5262,2022-10-22,2022-11-09,2109.18
5728,6415,2022-07-21,2022-08-06,5854.09
5729,2747,2023-03-08,2023-03-31,4671.64
5730,5994,2022-07-15,2022-07-28,368.93
5731,9997,2022-05-09,2022-05-27,4278.24
