market_data_id,market_trend,economic_indicator,external_factor,value
5572,Bearish,Industrial Production,Consumer Confidence,6893
5573,Sideways,GDP,Interest Rates,4922
5574,Sideways,Retail Sales,Oil Prices,3660
5575,Sideways,Industrial Production,Interest Rates,5215
5576,Bearish,Retail Sales,Oil Prices,5823
5577,Sideways,Employment Rate,Oil Prices,6804
5578,Bullish,Employment Rate,Stock Market,8960
5579,Bullish,Housing Starts,Consumer Confidence,3988
5580,Bearish,Retail Sales,Interest Rates,2055
5581,Bearish,Unemployment Rate,Oil Prices,2099
5582,Bullish,GDP,Consumer Confidence,5054
5583,Bullish,Unemployment Rate,Exchange Rates,1519
5584,Bullish,Industrial Production,Exchange Rates,8489
5585,Sideways,Housing Starts,Consumer Confidence,6318
5586,Bearish,Housing Starts,Interest Rates,9258
5587,Bearish,Industrial Production,Political Stability,7756
5588,Bullish,Consumer Price Index,Oil Prices,6615
5589,Bearish,Employment Rate,Political Stability,4798
5590,Bearish,Unemployment Rate,Interest Rates,2970
5591,Sideways,Unemployment Rate,Political Stability,9752
5592,Sideways,Trade Balance,Exchange Rates,8886
5593,Bullish,GDP,Oil Prices,6060
5594,Bearish,Inflation Rate,Exchange Rates,8998
5595,Bearish,Unemployment Rate,Political Stability,3433
5596,Sideways,Housing Starts,Stock Market,7752
5597,Bullish,Employment Rate,Political Stability,1769
5598,Bullish,Industrial Production,Interest Rates,1082
5599,Bearish,Consumer Price Index,Political Stability,6186
5600,Sideways,GDP,Political Stability,6105
5601,Bearish,Employment Rate,Interest Rates,1582
5602,Bearish,Retail Sales,Political Stability,6624
5603,Bearish,Housing Starts,Political Stability,2317
5604,Bearish,Employment Rate,Exchange Rates,3670
5605,Bullish,Retail Sales,Stock Market,8605
5606,Bullish,Inflation Rate,Oil Prices,6794
5607,Bullish,GDP,Interest Rates,9569
5608,Bullish,Employment Rate,Consumer Confidence,2526
5609,Bearish,GDP,Exchange Rates,8990
5610,Bullish,Employment Rate,Consumer Confidence,7460
5611,Bearish,Consumer Price Index,Interest Rates,8016
5612,Bearish,Industrial Production,Stock Market,4194
5613,Bullish,Trade Balance,Exchange Rates,2088
5614,Sideways,Employment Rate,Oil Prices,9732
5615,Sideways,Employment Rate,Stock Market,6954
5616,Bullish,GDP,Interest Rates,3725
5617,Bearish,Industrial Production,Interest Rates,3681
5618,Sideways,Unemployment Rate,Consumer Confidence,8923
5619,Bearish,Retail Sales,Oil Prices,9707
5620,Bullish,Industrial Production,Consumer Confidence,2795
5621,Bullish,Employment Rate,Political Stability,5330
5622,Sideways,Retail Sales,Political Stability,8447
5623,Bearish,Industrial Production,Exchange Rates,9787
5624,Sideways,Trade Balance,Stock Market,8923
5625,Bearish,Employment Rate,Stock Market,2903
5626,Bullish,GDP,Oil Prices,2191
5627,Sideways,Employment Rate,Consumer Confidence,8783
5628,Sideways,Inflation Rate,Oil Prices,5847
5629,Bearish,Inflation Rate,Interest Rates,6648
5630,Sideways,Inflation Rate,Stock Market,9816
5631,Bullish,Housing Starts,Interest Rates,6405
5632,Sideways,Unemployment Rate,Interest Rates,5930
5633,Sideways,Employment Rate,Political Stability,4479
5634,Bullish,Retail Sales,Political Stability,5425
5635,Bullish,Employment Rate,Exchange Rates,2263
5636,Bullish,Consumer Price Index,Political Stability,6859
5637,Bearish,Trade Balance,Political Stability,3328
5638,Bullish,Retail Sales,Interest Rates,9324
5639,Bearish,Inflation Rate,Interest Rates,1013
5640,Bullish,Inflation Rate,Oil Prices,6773
5641,Bearish,Industrial Production,Political Stability,5149
5642,Bearish,Consumer Price Index,Consumer Confidence,9615
5643,Bullish,GDP,Stock Market,9280
5644,Sideways,Retail Sales,Interest Rates,7255
5645,Sideways,Inflation Rate,Stock Market,4820
5646,Bullish,Trade Balance,Stock Market,4044
5647,Bearish,Industrial Production,Stock Market,9314
5648,Bullish,Industrial Production,Oil Prices,7410
5649,Bearish,Employment Rate,Stock Market,6665
5650,Sideways,Employment Rate,Stock Market,7457
5651,Bullish,Housing Starts,Interest Rates,8666
5652,Bullish,Trade Balance,Interest Rates,3022
5653,Bullish,Inflation Rate,Exchange Rates,2686
5654,Bearish,Inflation Rate,Political Stability,5740
5655,Bearish,Inflation Rate,Consumer Confidence,4927
5656,Bullish,Trade Balance,Stock Market,5465
5657,Sideways,Retail Sales,Stock Market,4678
5658,Bullish,Employment Rate,Political Stability,6209
5659,Bearish,Consumer Price Index,Oil Prices,5913
5660,Sideways,Housing Starts,Oil Prices,6621
5661,Bullish,Trade Balance,Oil Prices,7623
5662,Bearish,Housing Starts,Political Stability,6391
5663,Bearish,Employment Rate,Stock Market,3400
5664,Sideways,Unemployment Rate,Consumer Confidence,3227
5665,Sideways,Trade Balance,Interest Rates,1306
5666,Bearish,Trade Balance,Exchange Rates,2669
5667,Sideways,Unemployment Rate,Consumer Confidence,8237
5668,Bullish,Unemployment Rate,Consumer Confidence,3082
5669,Sideways,Employment Rate,Interest Rates,9958
5670,Sideways,Employment Rate,Oil Prices,5465
5671,Bearish,Housing Starts,Consumer Confidence,4336
5672,Bearish,Employment Rate,Stock Market,9994
5673,Sideways,GDP,Political Stability,4291
5674,Sideways,Employment Rate,Oil Prices,4075
5675,Bullish,Retail Sales,Oil Prices,6293
5676,Sideways,Unemployment Rate,Stock Market,7748
5677,Bullish,Employment Rate,Oil Prices,2044
5678,Sideways,Employment Rate,Exchange Rates,6074
5679,Sideways,Industrial Production,Consumer Confidence,7985
5680,Bullish,Retail Sales,Oil Prices,1470
5681,Bearish,Housing Starts,Consumer Confidence,2107
5682,Sideways,Inflation Rate,Stock Market,3144
5683,Bullish,Industrial Production,Oil Prices,7757
5684,Sideways,GDP,Consumer Confidence,2315
5685,Bullish,Retail Sales,Stock Market,7067
5686,Bullish,Trade Balance,Stock Market,6546
5687,Bearish,Employment Rate,Interest Rates,2606
5688,Bearish,Inflation Rate,Political Stability,2869
5689,Bearish,GDP,Political Stability,7107
5690,Bearish,Trade Balance,Interest Rates,5946
5691,Sideways,Industrial Production,Interest Rates,4336
5692,Bearish,Employment Rate,Exchange Rates,9920
5693,Bullish,Retail Sales,Oil Prices,4128
5694,Bearish,Retail Sales,Stock Market,4196
5695,Sideways,GDP,Consumer Confidence,2257
5696,Bearish,Consumer Price Index,Exchange Rates,8184
5697,Bearish,Industrial Production,Stock Market,3243
5698,Bearish,Housing Starts,Exchange Rates,9255
5699,Bearish,Retail Sales,Consumer Confidence,8052
5700,Sideways,Industrial Production,Oil Prices,9928
5701,Bullish,Trade Balance,Oil Prices,3831
5702,Sideways,Unemployment Rate,Political Stability,3043
5703,Sideways,Retail Sales,Stock Market,8456
5704,Bearish,Industrial Production,Interest Rates,8143
5705,Bullish,Unemployment Rate,Exchange Rates,2169
5706,Bullish,Industrial Production,Exchange Rates,4031
5707,Bullish,Unemployment Rate,Exchange Rates,7283
5708,Sideways,Unemployment Rate,Political Stability,1334
5709,Sideways,Industrial Production,Stock Market,8984
5710,Bearish,Trade Balance,Exchange Rates,2436
5711,Sideways,Employment Rate,Consumer Confidence,6088
5712,Bearish,Unemployment Rate,Consumer Confidence,4209
5713,Bullish,Retail Sales,Interest Rates,6384
5714,Bullish,Trade Balance,Interest Rates,2610
5715,Sideways,Unemployment Rate,Political Stability,7151
5716,Bullish,Employment Rate,Consumer Confidence,1179
5717,Bullish,Unemployment Rate,Political Stability,3937
5718,Sideways,Consumer Price Index,Consumer Confidence,3382
5719,Bearish,Inflation Rate,Consumer Confidence,8104
5720,Bearish,GDP,Consumer Confidence,8125
5721,Bullish,Retail Sales,Political Stability,1891
5722,Bullish,Retail Sales,Oil Prices,9475
5723,Sideways,Retail Sales,Stock Market,1884
5724,Bullish,Trade Balance,Political Stability,4080
5725,Bearish,Inflation Rate,Stock Market,8942
5726,Bullish,Consumer Price Index,Oil Prices,9918
5727,Bearish,Inflation Rate,Consumer Confidence,2347
5728,Bullish,Consumer Price Index,Consumer Confidence,7002
5729,Bearish,Inflation Rate,Interest Rates,8009
5730,Bearish,Housing Starts,Oil Prices,9783
5731,Bearish,Retail Sales,Political Stability,6092
5732,Bullish,Inflation Rate,Consumer Confidence,2242
5733,Bearish,GDP,Political Stability,2092
5734,Sideways,Unemployment Rate,Stock Market,2862
5735,Bullish,Retail Sales,Interest Rates,1336
5736,Bearish,Inflation Rate,Oil Prices,2781
5737,Bearish,Housing Starts,Exchange Rates,2352
5738,Bullish,Inflation Rate,Oil Prices,2960
5739,Bearish,Employment Rate,Exchange Rates,7523
5740,Sideways,Industrial Production,Stock Market,6610
5741,Sideways,Inflation Rate,Political Stability,5448
5742,Bullish,Consumer Price Index,Exchange Rates,6121
5743,Bearish,Employment Rate,Interest Rates,7182
5744,Bullish,Consumer Price Index,Oil Prices,1931
5745,Bearish,Retail Sales,Interest Rates,8402
5746,Sideways,Industrial Production,Political Stability,2679
5747,Bullish,Retail Sales,Oil Prices,8620
5748,Sideways,Retail Sales,Stock Market,7388
5749,Bullish,Employment Rate,Political Stability,6887
5750,Bullish,GDP,Stock Market,1549
5751,Bearish,Employment Rate,Interest Rates,1630
5752,Bullish,Housing Starts,Political Stability,2039
5753,Bullish,Unemployment Rate,Consumer Confidence,2295
5754,Bullish,Inflation Rate,Exchange Rates,3797
5755,Bearish,Consumer Price Index,Oil Prices,3501
5756,Bullish,Consumer Price Index,Interest Rates,9543
5757,Bearish,Employment Rate,Interest Rates,2337
5758,Bullish,Inflation Rate,Exchange Rates,7501
5759,Bullish,Unemployment Rate,Stock Market,6494
5760,Bullish,Industrial Production,Stock Market,8977
5761,Bullish,Trade Balance,Interest Rates,1176
5762,Bullish,Trade Balance,Stock Market,8496
5763,Bearish,Unemployment Rate,Exchange Rates,6011
5764,Bearish,Employment Rate,Political Stability,7897
5765,Bullish,Trade Balance,Interest Rates,1222
5766,Bullish,Unemployment Rate,Stock Market,2947
5767,Bearish,Housing Starts,Consumer Confidence,1385
5768,Bullish,Unemployment Rate,Political Stability,4743
5769,Sideways,Trade Balance,Consumer Confidence,2006
5770,Sideways,Industrial Production,Oil Prices,8505
5771,Bearish,Housing Starts,Consumer Confidence,6143
5772,Bullish,Unemployment Rate,Stock Market,9675
5773,Bearish,Consumer Price Index,Stock Market,3651
5774,Bullish,Inflation Rate,Oil Prices,6582
5775,Bullish,Employment Rate,Stock Market,3111
5776,Bearish,Inflation Rate,Political Stability,7462
5777,Bearish,GDP,Stock Market,1629
5778,Bearish,Trade Balance,Consumer Confidence,7231
5779,Sideways,Retail Sales,Stock Market,3947
5780,Bullish,Housing Starts,Oil Prices,8830
5781,Sideways,Inflation Rate,Political Stability,1779
5782,Bearish,Housing Starts,Oil Prices,2921
5783,Bearish,Unemployment Rate,Political Stability,4562
5784,Sideways,Employment Rate,Stock Market,8470
5785,Bullish,Retail Sales,Stock Market,5891
5786,Bearish,Retail Sales,Political Stability,5929
5787,Sideways,Consumer Price Index,Stock Market,7778
5788,Bearish,Industrial Production,Oil Prices,7009
5789,Bullish,Unemployment Rate,Exchange Rates,5319
5790,Sideways,Housing Starts,Stock Market,2877
5791,Bullish,Housing Starts,Political Stability,6988
5792,Sideways,Housing Starts,Consumer Confidence,9694
5793,Bearish,Consumer Price Index,Exchange Rates,7383
5794,Bearish,Industrial Production,Consumer Confidence,9811
5795,Sideways,Unemployment Rate,Consumer Confidence,4241
5796,Bearish,Unemployment Rate,Oil Prices,9514
5797,Sideways,Housing Starts,Oil Prices,3832
5798,Bullish,Industrial Production,Stock Market,1510
5799,Bullish,GDP,Consumer Confidence,4997
5800,Bullish,Trade Balance,Stock Market,5712
5801,Bearish,Trade Balance,Oil Prices,3160
5802,Bearish,Consumer Price Index,Oil Prices,5337
5803,Bullish,Consumer Price Index,Consumer Confidence,9539
5804,Sideways,Consumer Price Index,Interest Rates,6292
5805,Bullish,GDP,Consumer Confidence,5702
5806,Sideways,Trade Balance,Exchange Rates,2452
5807,Sideways,Trade Balance,Political Stability,7179
5808,Bullish,Retail Sales,Political Stability,1994
5809,Bearish,Retail Sales,Exchange Rates,1312
5810,Sideways,GDP,Consumer Confidence,8202
5811,Bearish,Employment Rate,Stock Market,6934
5812,Sideways,Housing Starts,Consumer Confidence,4961
5813,Bullish,Inflation Rate,Consumer Confidence,5661
5814,Bullish,Industrial Production,Consumer Confidence,6114
5815,Sideways,Employment Rate,Exchange Rates,8517
5816,Bullish,Retail Sales,Stock Market,8876
5817,Bullish,Consumer Price Index,Oil Prices,9468
5818,Bullish,GDP,Exchange Rates,2365
5819,Sideways,Housing Starts,Stock Market,8661
5820,Bullish,Inflation Rate,Stock Market,7969
5821,Bullish,Employment Rate,Interest Rates,4217
5822,Bullish,Housing Starts,Interest Rates,3040
5823,Bearish,Inflation Rate,Interest Rates,9903
5824,Sideways,Industrial Production,Oil Prices,1450
5825,Sideways,Employment Rate,Interest Rates,5890
5826,Bullish,Housing Starts,Consumer Confidence,7411
5827,Bullish,Retail Sales,Oil Prices,1548
5828,Sideways,Unemployment Rate,Oil Prices,3650
5829,Bearish,Trade Balance,Oil Prices,2641
5830,Bearish,Retail Sales,Interest Rates,4372
5831,Bullish,Unemployment Rate,Stock Market,3986
5832,Bullish,Inflation Rate,Stock Market,9898
5833,Bearish,GDP,Stock Market,4853
5834,Bearish,GDP,Oil Prices,9402
5835,Bearish,GDP,Interest Rates,2632
5836,Sideways,Housing Starts,Exchange Rates,6977
5837,Bearish,GDP,Exchange Rates,6692
5838,Bearish,Retail Sales,Exchange Rates,7702
5839,Sideways,Retail Sales,Stock Market,3036
5840,Sideways,GDP,Oil Prices,5661
5841,Sideways,Industrial Production,Stock Market,2650
5842,Bearish,Consumer Price Index,Stock Market,3864
5843,Bearish,Retail Sales,Consumer Confidence,1050
5844,Bearish,Employment Rate,Exchange Rates,2801
5845,Bearish,Industrial Production,Political Stability,2355
5846,Sideways,Industrial Production,Consumer Confidence,1400
5847,Bullish,Inflation Rate,Consumer Confidence,2424
5848,Bullish,Unemployment Rate,Exchange Rates,5217
5849,Bearish,GDP,Oil Prices,9797
5850,Bullish,Employment Rate,Exchange Rates,5856
5851,Bullish,Unemployment Rate,Stock Market,5586
5852,Bearish,Inflation Rate,Stock Market,8491
5853,Sideways,Trade Balance,Consumer Confidence,8246
5854,Sideways,Retail Sales,Interest Rates,2339
5855,Bearish,Industrial Production,Exchange Rates,7198
5856,Sideways,GDP,Exchange Rates,5719
5857,Bearish,Unemployment Rate,Oil Prices,6625
5858,Bearish,Trade Balance,Exchange Rates,1640
5859,Sideways,Retail Sales,Political Stability,6909
5860,Bullish,Retail Sales,Political Stability,6912
5861,Bullish,Inflation Rate,Political Stability,8389
5862,Bullish,Housing Starts,Stock Market,9397
5863,Sideways,Industrial Production,Political Stability,8913
5864,Bullish,Industrial Production,Political Stability,1676
5865,Bearish,Industrial Production,Stock Market,9604
5866,Bullish,Industrial Production,Exchange Rates,6626
5867,Sideways,Unemployment Rate,Consumer Confidence,7296
5868,Sideways,Retail Sales,Consumer Confidence,6739
5869,Bullish,Trade Balance,Oil Prices,5238
5870,Sideways,Industrial Production,Consumer Confidence,9043
5871,Bullish,Housing Starts,Political Stability,2313
5872,Sideways,Unemployment Rate,Political Stability,1961
5873,Bearish,Industrial Production,Consumer Confidence,1102
5874,Bearish,Consumer Price Index,Stock Market,8307
5875,Bearish,GDP,Stock Market,7585
5876,Bullish,Industrial Production,Consumer Confidence,6654
5877,Bearish,Trade Balance,Political Stability,6829
5878,Sideways,Housing Starts,Exchange Rates,1411
5879,Bullish,Consumer Price Index,Oil Prices,7402
5880,Bullish,Housing Starts,Political Stability,5379
5881,Bullish,Unemployment Rate,Political Stability,3585
5882,Bearish,Trade Balance,Consumer Confidence,8175
5883,Bearish,Consumer Price Index,Political Stability,8877
5884,Sideways,Consumer Price Index,Political Stability,8460
5885,Bullish,Employment Rate,Consumer Confidence,2001
5886,Bearish,Industrial Production,Interest Rates,1980
5887,Bullish,Trade Balance,Exchange Rates,6198
5888,Sideways,Industrial Production,Interest Rates,6532
5889,Bullish,Unemployment Rate,Political Stability,4749
5890,Bearish,Trade Balance,Oil Prices,9562
5891,Bearish,Trade Balance,Exchange Rates,3363
5892,Bullish,Employment Rate,Political Stability,6398
5893,Bearish,Trade Balance,Stock Market,6376
5894,Bearish,Unemployment Rate,Oil Prices,9841
5895,Bullish,GDP,Oil Prices,9478
5896,Bearish,Consumer Price Index,Stock Market,8684
5897,Bearish,Consumer Price Index,Consumer Confidence,3027
5898,Bullish,Housing Starts,Consumer Confidence,8473
5899,Bearish,Industrial Production,Consumer Confidence,9146
5900,Sideways,Housing Starts,Interest Rates,1052
5901,Sideways,Housing Starts,Oil Prices,3863
5902,Bullish,Inflation Rate,Oil Prices,3120
5903,Bullish,Retail Sales,Political Stability,6813
5904,Bearish,Inflation Rate,Political Stability,7442
5905,Bullish,Unemployment Rate,Consumer Confidence,8037
5906,Sideways,Trade Balance,Political Stability,1114
5907,Sideways,Housing Starts,Interest Rates,8822
5908,Bearish,Housing Starts,Exchange Rates,4841
5909,Bearish,Inflation Rate,Stock Market,2961
5910,Bullish,Employment Rate,Consumer Confidence,7682
5911,Bullish,Inflation Rate,Consumer Confidence,6141
5912,Bearish,Trade Balance,Stock Market,6674
5913,Sideways,Consumer Price Index,Consumer Confidence,1674
5914,Sideways,Industrial Production,Oil Prices,6396
5915,Sideways,Unemployment Rate,Consumer Confidence,8163
5916,Sideways,Employment Rate,Interest Rates,8652
5917,Sideways,Inflation Rate,Consumer Confidence,5219
5918,Bullish,Retail Sales,Oil Prices,1923
5919,Bullish,Inflation Rate,Stock Market,9514
5920,Bearish,GDP,Exchange Rates,5752
5921,Sideways,Employment Rate,Exchange Rates,2619
5922,Bullish,Industrial Production,Interest Rates,7788
5923,Bearish,Trade Balance,Oil Prices,6739
5924,Bullish,Consumer Price Index,Stock Market,8601
5925,Bearish,Unemployment Rate,Oil Prices,8785
5926,Bearish,Industrial Production,Oil Prices,3140
5927,Bearish,Inflation Rate,Exchange Rates,4634
5928,Bullish,Housing Starts,Exchange Rates,5461
5929,Bullish,GDP,Oil Prices,2638
5930,Sideways,Trade Balance,Oil Prices,3300
5931,Sideways,Industrial Production,Interest Rates,2565
5932,Bullish,Consumer Price Index,Stock Market,9994
5933,Bullish,Unemployment Rate,Consumer Confidence,1147
5934,Bearish,GDP,Political Stability,6240
5935,Sideways,Unemployment Rate,Exchange Rates,5353
5936,Bullish,Industrial Production,Stock Market,4631
5937,Bullish,Housing Starts,Oil Prices,4107
5938,Sideways,Unemployment Rate,Political Stability,4368
5939,Sideways,Housing Starts,Consumer Confidence,8417
5940,Bearish,Inflation Rate,Oil Prices,4212
5941,Sideways,Retail Sales,Political Stability,3870
5942,Bullish,Housing Starts,Stock Market,9651
5943,Sideways,GDP,Interest Rates,5157
5944,Sideways,Consumer Price Index,Exchange Rates,8283
5945,Bullish,Inflation Rate,Political Stability,6930
5946,Bullish,Trade Balance,Exchange Rates,2990
5947,Sideways,Inflation Rate,Exchange Rates,4561
5948,Sideways,GDP,Consumer Confidence,6995
5949,Bullish,Inflation Rate,Consumer Confidence,3059
5950,Bearish,Housing Starts,Oil Prices,4694
5951,Bearish,Industrial Production,Stock Market,8983
5952,Sideways,Unemployment Rate,Consumer Confidence,2005
5953,Sideways,Industrial Production,Stock Market,1792
5954,Bearish,Housing Starts,Stock Market,7145
5955,Sideways,Housing Starts,Stock Market,7614
5956,Sideways,Unemployment Rate,Exchange Rates,8538
5957,Bearish,Industrial Production,Consumer Confidence,2521
5958,Bearish,GDP,Interest Rates,4327
5959,Sideways,Industrial Production,Exchange Rates,8900
5960,Bearish,Unemployment Rate,Consumer Confidence,2878
5961,Bullish,Industrial Production,Interest Rates,3838
5962,Bullish,Unemployment Rate,Stock Market,5920
5963,Sideways,Retail Sales,Political Stability,6861
5964,Sideways,Industrial Production,Oil Prices,7228
5965,Bullish,Employment Rate,Exchange Rates,8366
5966,Bearish,Trade Balance,Stock Market,7160
5967,Sideways,Unemployment Rate,Stock Market,1193
5968,Bearish,Unemployment Rate,Political Stability,7658
5969,Sideways,Trade Balance,Interest Rates,2095
5970,Sideways,Consumer Price Index,Exchange Rates,6955
5971,Bearish,Unemployment Rate,Exchange Rates,3985
5972,Bullish,Inflation Rate,Consumer Confidence,2755
5973,Bearish,Trade Balance,Consumer Confidence,5890
5974,Bearish,Employment Rate,Oil Prices,3293
5975,Bearish,Industrial Production,Stock Market,2057
5976,Bearish,Employment Rate,Exchange Rates,8599
5977,Sideways,Retail Sales,Interest Rates,2153
5978,Bearish,Housing Starts,Oil Prices,9955
5979,Sideways,Inflation Rate,Interest Rates,3103
5980,Sideways,Housing Starts,Oil Prices,7145
5981,Bullish,Consumer Price Index,Stock Market,3766
5982,Sideways,Trade Balance,Consumer Confidence,4424
5983,Bullish,Inflation Rate,Political Stability,8725
5984,Bearish,Industrial Production,Exchange Rates,1847
5985,Bearish,Consumer Price Index,Exchange Rates,6760
5986,Bearish,Housing Starts,Consumer Confidence,9704
5987,Sideways,Industrial Production,Political Stability,4383
5988,Sideways,Unemployment Rate,Consumer Confidence,6840
5989,Sideways,Housing Starts,Stock Market,1506
5990,Sideways,GDP,Oil Prices,2987
5991,Bearish,Housing Starts,Interest Rates,8344
5992,Sideways,Consumer Price Index,Political Stability,7975
5993,Sideways,Employment Rate,Exchange Rates,7925
5994,Sideways,Consumer Price Index,Political Stability,3734
5995,Bearish,Retail Sales,Oil Prices,4924
5996,Sideways,Employment Rate,Oil Prices,2413
5997,Sideways,Housing Starts,Oil Prices,5390
5998,Sideways,Industrial Production,Consumer Confidence,1254
5999,Sideways,Trade Balance,Political Stability,4915
6000,Bullish,Consumer Price Index,Political Stability,8185
6001,Bearish,Unemployment Rate,Oil Prices,3672
6002,Sideways,Trade Balance,Interest Rates,6985
6003,Bearish,Inflation Rate,Political Stability,1396
6004,Sideways,GDP,Interest Rates,7736
6005,Bearish,Consumer Price Index,Exchange Rates,5544
6006,Bullish,Trade Balance,Interest Rates,1728
6007,Bullish,GDP,Stock Market,8838
6008,Bearish,GDP,Oil Prices,5171
6009,Sideways,Employment Rate,Interest Rates,7259
6010,Bullish,Retail Sales,Interest Rates,5919
6011,Sideways,Industrial Production,Exchange Rates,1661
6012,Bearish,Industrial Production,Oil Prices,4632
6013,Bearish,Employment Rate,Exchange Rates,3524
6014,Sideways,GDP,Exchange Rates,3703
6015,Sideways,Consumer Price Index,Political Stability,9509
6016,Sideways,Unemployment Rate,Consumer Confidence,3840
6017,Sideways,Inflation Rate,Stock Market,2642
6018,Sideways,Housing Starts,Interest Rates,7200
6019,Bearish,Unemployment Rate,Stock Market,3826
6020,Bearish,Industrial Production,Stock Market,3061
6021,Bearish,Industrial Production,Political Stability,9905
6022,Bearish,Inflation Rate,Oil Prices,9695
6023,Sideways,Inflation Rate,Stock Market,3518
6024,Bearish,Industrial Production,Political Stability,6197
6025,Bearish,Inflation Rate,Stock Market,8299
6026,Bearish,Industrial Production,Stock Market,2136
6027,Bullish,Retail Sales,Oil Prices,9246
6028,Bullish,GDP,Consumer Confidence,6529
6029,Bearish,Housing Starts,Exchange Rates,8677
6030,Bearish,GDP,Political Stability,3839
6031,Bullish,Trade Balance,Interest Rates,9464
6032,Bullish,Industrial Production,Oil Prices,3200
6033,Bullish,Inflation Rate,Oil Prices,2846
6034,Sideways,Retail Sales,Political Stability,7099
6035,Sideways,Housing Starts,Exchange Rates,4331
6036,Bearish,Housing Starts,Interest Rates,8378
6037,Bearish,Trade Balance,Interest Rates,4429
6038,Sideways,Trade Balance,Oil Prices,1314
6039,Bearish,Consumer Price Index,Political Stability,4662
6040,Bullish,Employment Rate,Stock Market,2563
6041,Sideways,GDP,Exchange Rates,3661
6042,Sideways,Retail Sales,Interest Rates,4858
6043,Bearish,Consumer Price Index,Oil Prices,9883
6044,Bullish,Industrial Production,Political Stability,5798
6045,Bullish,Trade Balance,Oil Prices,4391
6046,Bearish,Inflation Rate,Consumer Confidence,5999
6047,Bullish,Housing Starts,Consumer Confidence,8698
6048,Sideways,GDP,Consumer Confidence,8970
6049,Bearish,Unemployment Rate,Exchange Rates,3665
6050,Sideways,Inflation Rate,Interest Rates,6456
6051,Sideways,Unemployment Rate,Political Stability,2576
6052,Bullish,Trade Balance,Exchange Rates,3745
6053,Bullish,Retail Sales,Political Stability,2294
6054,Bearish,Industrial Production,Oil Prices,6780
6055,Sideways,Trade Balance,Oil Prices,8625
6056,Bullish,Inflation Rate,Oil Prices,8340
6057,Bullish,GDP,Exchange Rates,8466
6058,Sideways,Employment Rate,Exchange Rates,3781
6059,Bearish,Consumer Price Index,Oil Prices,5356
6060,Sideways,Housing Starts,Interest Rates,4976
6061,Bullish,Industrial Production,Oil Prices,9574
6062,Bearish,Unemployment Rate,Stock Market,7382
6063,Bearish,Consumer Price Index,Political Stability,9594
6064,Bullish,Retail Sales,Interest Rates,8234
6065,Bearish,Industrial Production,Consumer Confidence,9359
6066,Bullish,Industrial Production,Oil Prices,3832
6067,Sideways,Unemployment Rate,Oil Prices,6426
6068,Sideways,Housing Starts,Interest Rates,4850
6069,Bearish,Retail Sales,Exchange Rates,7319
6070,Bullish,Industrial Production,Oil Prices,8038
6071,Bullish,Inflation Rate,Political Stability,4731
6072,Bullish,Industrial Production,Oil Prices,3674
6073,Sideways,GDP,Consumer Confidence,4221
6074,Bullish,Retail Sales,Political Stability,1202
6075,Bearish,Industrial Production,Exchange Rates,9839
6076,Bullish,Retail Sales,Stock Market,8183
6077,Sideways,Housing Starts,Oil Prices,1521
6078,Sideways,Consumer Price Index,Interest Rates,7129
6079,Sideways,Employment Rate,Exchange Rates,1052
6080,Bullish,Retail Sales,Interest Rates,5946
6081,Bullish,GDP,Consumer Confidence,8388
6082,Sideways,GDP,Political Stability,9456
6083,Bearish,Unemployment Rate,Oil Prices,6999
6084,Bullish,Unemployment Rate,Interest Rates,8183
6085,Sideways,Employment Rate,Interest Rates,7823
6086,Bearish,Housing Starts,Political Stability,9175
6087,Bullish,Inflation Rate,Consumer Confidence,6396
6088,Bullish,Inflation Rate,Oil Prices,9532
6089,Sideways,Industrial Production,Political Stability,3626
6090,Sideways,Consumer Price Index,Political Stability,9331
6091,Sideways,Industrial Production,Consumer Confidence,3883
6092,Sideways,Retail Sales,Exchange Rates,9374
6093,Bullish,Housing Starts,Consumer Confidence,5051
6094,Sideways,Housing Starts,Exchange Rates,4326
6095,Bullish,Inflation Rate,Oil Prices,5846
6096,Sideways,Inflation Rate,Consumer Confidence,6543
6097,Bullish,Inflation Rate,Exchange Rates,5244
6098,Sideways,Retail Sales,Political Stability,2252
6099,Sideways,GDP,Consumer Confidence,3722
6100,Sideways,Industrial Production,Oil Prices,2819
6101,Bullish,Retail Sales,Consumer Confidence,1769
6102,Sideways,GDP,Political Stability,6329
6103,Sideways,Industrial Production,Oil Prices,3188
6104,Sideways,Industrial Production,Exchange Rates,9555
6105,Sideways,Consumer Price Index,Interest Rates,7982
6106,Bullish,Employment Rate,Interest Rates,9733
6107,Bearish,GDP,Oil Prices,2606
6108,Bullish,GDP,Exchange Rates,8578
6109,Sideways,Employment Rate,Political Stability,3269
6110,Sideways,Industrial Production,Consumer Confidence,3100
6111,Sideways,Consumer Price Index,Exchange Rates,7337
6112,Sideways,GDP,Oil Prices,8937
6113,Sideways,Industrial Production,Exchange Rates,4512
6114,Bearish,Housing Starts,Stock Market,5310
6115,Bullish,Employment Rate,Consumer Confidence,6943
6116,Bearish,Inflation Rate,Political Stability,8242
6117,Bearish,Inflation Rate,Oil Prices,2423
6118,Bullish,Consumer Price Index,Consumer Confidence,3451
6119,Bearish,Industrial Production,Consumer Confidence,4469
6120,Bullish,Industrial Production,Interest Rates,4282
6121,Bullish,Unemployment Rate,Oil Prices,1246
